日期,理杏仁前复权(元),前复权(元),后复权(元),股价(元),市值(元),流通市值(元),自由流通市值(元),行业中位数,PE-TTM(扣非),PE-TTM(扣非) 分位点,PE-TTM(扣非) 80%分位点值,PE-TTM(扣非) 50%分位点值,PE-TTM(扣非) 20%分位点值
2025-08-26,=16.8500,=16.8500,=16.8500,=16.8500,=127690306467.35,=127690179317.0,=96361704646.8,,=-18.8479,,,,
2025-08-25,=16.7700,=16.7700,=16.7700,=16.7700,=127084061688.87,=127083935142.0,=95904201004.56,,=-18.7585,,,,
2025-08-22,=16.5200,=16.5200,=16.5200,=16.5200,=125189546756.12,=125189264512.0,=94391894589.44,,=-15.0629,,,,
2025-08-21,=16.2000,=16.2000,=16.2000,=16.2000,=122764567642.2,=122764290865.0,=92563480166.4,,=-14.7711,,,,
2025-08-20,=16.2000,=16.2000,=16.2000,=16.2000,=122764413110.4,=122764290865.0,=92563480166.4,,=-14.7711,,,,
2025-08-19,=15.9700,=15.9700,=15.9700,=15.9700,=121021461566.24,=121021341057.0,=91249307299.84,,=-14.5614,,,,
2025-08-18,=16.3100,=16.3100,=16.3100,=16.3100,=123597998631.52,=123597875556.0,=93191997624.32,,=-14.8714,,,,
2025-08-15,=16.1600,=16.1600,=16.1600,=16.1600,=122461291102.72,=122461169159.0,=92334928363.52,,=-14.7346,,,,
2025-08-14,=15.5600,=15.5600,=15.5600,=15.5600,=117914460987.52,=117914343572.0,=88906651320.32,,=-14.1876,,,,
2025-08-13,=15.8300,=15.8300,=15.8300,=15.8300,=119960534539.36,=119960415086.0,=90449375989.76,,=-14.4337,,,,
2025-08-12,=15.8400,=15.8400,=15.8400,=15.8400,=120036315041.28,=120036195513.0,=90506513940.48,,=-14.4429,,,,
2025-08-11,=16.0100,=16.0100,=16.0100,=16.0100,=121324583573.92,=121324462762.0,=91477859102.72,,=-14.5979,,,,
2025-08-08,=15.8200,=15.8200,=15.8200,=15.8200,=119884754037.44,=119884634660.0,=90392238039.04,,=-14.4246,,,,
2025-08-07,=15.8400,=15.8400,=15.8400,=15.8400,=120036315041.28,=120036195513.0,=90506513940.48,,=-14.4429,,,,
2025-08-06,=15.9400,=15.9400,=15.9400,=15.9400,=120794120060.48,=120793999777.0,=91077893447.68,,=-14.5340,,,,
2025-08-05,=15.9200,=15.9200,=15.9200,=15.9200,=120642559056.64,=120642438924.0,=90963617546.24,,=-14.5158,,,,
2025-08-04,=15.7800,=15.7800,=15.7800,=15.7800,=119581632029.76,=119581512954.0,=90163686236.16,,=-14.3881,,,,
2025-08-01,=15.9200,=15.9200,=15.9200,=15.9200,=120642559056.64,=120642438924.0,=90963617546.24,,=-14.5158,,,,
2025-07-31,=15.7600,=15.7600,=15.7600,=15.7600,=119430071025.92,=119429952101.0,=90049410334.72,,=-14.3699,,,,
2025-07-30,=16.3800,=16.3800,=16.3800,=16.3800,=124128462144.96,=124128338541.0,=93591963279.36,,=-14.9352,,,,
2025-07-29,=16.5600,=16.5600,=16.5600,=16.5600,=125492511179.52,=125492386218.0,=94620446392.32,,=-15.0993,,,,
2025-07-28,=16.4100,=16.4100,=16.4100,=16.4100,=124355803650.72,=124355679821.0,=93763377131.52,,=-14.9626,,,,
2025-07-25,=16.5200,=16.5200,=16.5200,=16.5200,=125189389171.84,=125189264512.0,=94391894589.44,,=-15.0629,,,,
2025-07-24,=16.8800,=16.8800,=16.8800,=16.8800,=127917487240.96,=127917359864.0,=96448860815.36,,=-15.3911,,,,
2025-07-23,=16.3600,=16.3600,=16.3600,=16.3600,=123976901141.12,=123976777689.0,=93477687377.92,,=-14.9170,,,,
2025-07-22,=16.5700,=16.5700,=16.5700,=16.5700,=125568291681.44,=125568166644.0,=94677584343.04,,=-15.1085,,,,
2025-07-21,=16.3100,=16.3100,=16.3100,=16.3100,=123597998631.52,=123597875556.0,=93191997624.32,,=-14.8714,,,,
2025-07-18,=16.0700,=16.0700,=16.0700,=16.0700,=121779266585.44,=121779145321.0,=91820686807.04,,=-14.6526,,,,
2025-07-17,=16.2100,=16.2100,=16.2100,=16.2100,=122840193612.32,=122840071292.0,=92620618117.12,,=-14.7802,,,,
2025-07-16,=15.9100,=15.9100,=15.9100,=15.9100,=120566778554.72,=120566658498.0,=90906479595.52,,=-14.5067,,,,
2025-07-15,=16.0200,=16.0200,=16.0200,=16.0200,=121400364075.84,=121400243189.0,=91534997053.44,,=-14.6070,,,,
2025-07-14,=16.1600,=16.1600,=16.1600,=16.1600,=122461291102.72,=122461169159.0,=92334928363.52,,=-14.7346,,,,
2025-07-11,=16.2500,=16.2500,=16.2500,=16.2500,=123143315620.0,=123143192998.0,=92849169920.0,,=-14.8167,,,,
2025-07-10,=16.4600,=16.4600,=16.4600,=16.4600,=124734706160.32,=124734581953.0,=94049066885.12,,=-15.0082,,,,
2025-07-09,=16.3700,=16.3700,=16.3700,=16.3700,=124052681643.04,=124052558115.0,=93534825328.64,,=-14.9261,,,,
2025-07-08,=16.4700,=16.4700,=16.4700,=16.4700,=124810486662.24,=124810362380.0,=94106204835.84,,=-15.0173,,,,
2025-07-07,=15.4700,=15.4700,=15.4700,=15.4700,=117232436470.24,=117232319734.0,=88392409763.84,,=-14.1055,,,,
2025-07-04,=15.5700,=15.5700,=15.5700,=15.5700,=117990241489.44,=117990123998.0,=88963789271.04,,=-14.1967,,,,
