日期,理杏仁前复权(元),前复权(元),后复权(元),股价(元),市值(元),流通市值(元),自由流通市值(元),行业中位数,PS-TTM,PS-TTM 分位点,PS-TTM 80%分位点值,PS-TTM 50%分位点值,PS-TTM 20%分位点值
2026-04-10,=158.1800,=158.1800,=158.1800,=158.1800,=191783979702.92,=191623053540.0,=92915042409.64,,=5.7624,,,,
2026-04-09,=156.3000,=156.3000,=156.3000,=156.3000,=189504589882.2,=189345576358.0,=91810729097.4,,=5.6939,,,,
2026-04-08,=162.9200,=162.9200,=162.9200,=162.9200,=197530951910.48,=197365203456.0,=95699321718.16,,=5.9350,,,,
2026-04-07,=157.7600,=157.7600,=157.7600,=157.7600,=191274754317.44,=191114255446.0,=92668334116.48,,=5.7471,,,,
2026-04-03,=158.4000,=158.4000,=158.4000,=158.4000,=192050716809.6,=191889566827.0,=93044270563.2,,=5.7704,,,,
2026-04-02,=162.4000,=162.4000,=162.4000,=162.4000,=196900482385.6,=196735262959.0,=95393873355.2,,=5.9161,,,,
2026-04-01,=165.9000,=165.9000,=165.9000,=165.9000,=201144027264.6,=200975247075.0,=97449775798.2,,=6.0436,,,,
2026-03-31,=164.6600,=164.6600,=164.6600,=164.6600,=199640599936.04,=199473081274.0,=96721398932.68,,=5.9984,,,,
2026-03-30,=170.7700,=170.7700,=170.7700,=170.7700,=207048616853.38,=207042507557.0,=100478042638.68,,=6.2600,,,,
2026-03-27,=169.6000,=169.6000,=169.6000,=169.6000,=205630060422.4,=205623992982.0,=99789635366.4,,=6.2171,,,,
2026-03-26,=164.3000,=164.3000,=164.3000,=164.3000,=199204121034.2,=199198243202.0,=96671209261.2,,=6.0228,,,,
2026-03-25,=167.4700,=167.4700,=167.4700,=167.4700,=203047560253.18,=203041569014.0,=98536381101.48,,=6.1390,,,,
2026-03-24,=166.3700,=166.3700,=166.3700,=166.3700,=201713874719.78,=201707922833.0,=97889160589.08,,=6.0987,,,,
2026-03-23,=165.6100,=165.6100,=165.6100,=165.6100,=200792419260.34,=200786494563.0,=97441990053.24,,=6.0708,,,,
2026-03-20,=169.5200,=169.5200,=169.5200,=169.5200,=205533065110.88,=205527000533.0,=99742564783.68,,=6.2142,,,,
2026-03-19,=171.8600,=171.8600,=171.8600,=171.8600,=208370177972.84,=208364029681.0,=101119379328.24,,=6.3000,,,,
2026-03-18,=174.9200,=174.9200,=174.9200,=174.9200,=212080248638.48,=212073990875.0,=102919829117.28,,=6.4121,,,,
2026-03-17,=178.1000,=178.1000,=178.1000,=178.1000,=215935812271.4,=215929440744.0,=104790884780.4,,=6.5287,,,,
2026-03-16,=177.2500,=177.2500,=177.2500,=177.2500,=214905237086.5,=214898895968.0,=104290759839.0,,=6.4975,,,,
2026-03-13,=178.5700,=178.5700,=178.5700,=178.5700,=216505659726.58,=216499271385.0,=105067424453.88,,=6.5459,,,,
2026-03-12,=178.1800,=178.1800,=178.1800,=178.1800,=216032807582.92,=216026433193.0,=104837955363.12,,=6.5316,,,,
2026-03-11,=180.5700,=180.5700,=180.5700,=180.5700,=218930542514.58,=218924082623.0,=106244189021.88,,=6.6192,,,,
2026-03-10,=180.3400,=180.3400,=180.3400,=180.3400,=218651680993.96,=218645229330.0,=106108861096.56,,=6.6108,,,,
2026-03-09,=178.7800,=178.7800,=178.7800,=178.7800,=216760272419.32,=216753876565.0,=105190984733.52,,=6.5536,,,,
2026-03-06,=181.3700,=181.3700,=181.3700,=181.3700,=219900495629.78,=219894007118.0,=106714894849.08,,=6.6486,,,,
2026-03-05,=176.2000,=176.2000,=176.2000,=176.2000,=213632173622.8,=213625870068.0,=103672958440.8,,=6.4591,,,,
2026-03-04,=175.7500,=175.7500,=175.7500,=175.7500,=213086574995.5,=213080287539.0,=103408186413.0,,=6.4426,,,,
2026-03-03,=180.4000,=180.4000,=180.4000,=180.4000,=218724427477.6,=218717973668.0,=106144164033.6,,=6.6130,,,,
2026-03-02,=183.7000,=183.7000,=183.7000,=183.7000,=222725484077.8,=222718912210.0,=108085825570.8,,=6.7340,,,,
2026-02-27,=185.9200,=185.9200,=185.9200,=185.9200,=225417103972.48,=225410452684.0,=109392034241.28,,=6.8154,,,,
2026-02-26,=187.2800,=187.2800,=187.2800,=187.2800,=227066024268.32,=227059324326.0,=110192234147.52,,=6.8652,,,,
2026-02-25,=186.9600,=186.9600,=186.9600,=186.9600,=226678043022.24,=226671354528.0,=110003951816.64,,=6.8535,,,,
2026-02-24,=186.2000,=186.2000,=186.2000,=186.2000,=225756587562.8,=225749926258.0,=109556781280.8,,=6.8256,,,,
2026-02-13,=185.7700,=185.7700,=185.7700,=185.7700,=225235237763.38,=225228591842.0,=109303776898.68,,=6.8099,,,,
2026-02-12,=188.0000,=188.0000,=188.0000,=188.0000,=227938982072.0,=227932256372.0,=110615869392.0,,=6.8916,,,,
2026-02-11,=189.2100,=189.2100,=189.2100,=189.2100,=229406036158.74,=229399267171.0,=111327811955.64,,=6.9360,,,,
2026-02-10,=190.3600,=190.3600,=190.3600,=190.3600,=230800343761.8401,=230793533633.0,=112004451582.24,,=6.9781,,,,
2026-02-09,=189.1700,=189.1700,=189.1700,=189.1700,=229357538502.98,=229350770946.0,=111304276664.28,,=6.9345,,,,
2026-02-06,=189.4900,=189.4900,=189.4900,=189.4900,=229745519749.06,=229738740744.0,=111492558995.16,,=6.9462,,,,
2026-02-05,=192.1000,=192.1000,=192.1000,=192.1000,=232909991787.4,=232903119410.0,=113028236756.4,,=7.0419,,,,
2026-02-04,=192.6600,=192.6600,=192.6600,=192.6600,=233588958968.04,=233582066557.0,=113357730835.44,,=7.0624,,,,
2026-02-03,=188.1500,=188.1500,=188.1500,=188.1500,=228120848281.1,=228114117215.0,=110704126734.6,,=6.8971,,,,
2026-02-02,=187.1100,=187.1100,=187.1100,=187.1100,=226859909231.3401,=226853215371.0,=110092209159.24,,=6.8590,,,,
2026-01-30,=189.2600,=189.2600,=189.2600,=189.2600,=229466658228.44,=229459887452.0,=111357231069.84,,=6.9378,,,,
2026-01-29,=193.3800,=193.3800,=193.3800,=193.3800,=234461916771.72,=234454998602.0,=113781366079.92,,=7.0888,,,,
2026-01-28,=188.0600,=188.0600,=188.0600,=188.0600,=228011728555.64,=228005000709.0,=110651172329.04,,=6.8938,,,,
2026-01-27,=192.1600,=192.1600,=192.1600,=192.1600,=232982738271.04,=232975863747.0,=113063539693.44,,=7.0441,,,,
2026-01-26,=195.1000,=195.1000,=195.1000,=195.1000,=236547315969.4,=236540336267.0,=114793383608.4,,=7.1519,,,,
2026-01-23,=195.5100,=195.5100,=195.5100,=195.5100,=237044416940.94,=237037422571.0,=115034620344.84,,=7.1669,,,,
2026-01-22,=193.5000,=193.5000,=193.5000,=193.5000,=234607409739.0,=234600487277.0,=113851971954.0,,=7.0932,,,,
2026-01-21,=195.3000,=195.3000,=195.3000,=195.3000,=236789804248.2,=236782817391.0,=114911060065.2,,=7.1592,,,,
2026-01-20,=197.0000,=197.0000,=197.0000,=197.0000,=238850954618.0,=238843906943.0,=115911309948.0,,=7.2215,,,,
2026-01-19,=200.1900,=200.1900,=200.1900,=200.1900,=242718642664.86,=242711480868.0,=117788249433.96,,=7.3385,,,,
2026-01-16,=201.1900,=201.1900,=201.1900,=201.1900,=243931084058.86,=243923886487.0,=118376631717.96,,=7.3751,,,,
2026-01-15,=204.0800,=204.0800,=204.0800,=204.0800,=247435039687.52,=247427738726.0,=120077056518.72,,=7.4811,,,,
2026-01-14,=207.7600,=207.7600,=207.7600,=207.7600,=251896824017.44,=251889391403.0,=122242303323.84,,=7.6160,,,,
2026-01-13,=208.2200,=208.2200,=208.2200,=208.2200,=252454547058.68,=252447097988.0,=122512959174.48,,=7.6328,,,,
2026-01-12,=208.0300,=208.0300,=208.0300,=208.0300,=252224183193.82,=252216740921.0,=122401166540.52,,=7.6259,,,,
2026-01-09,=203.6800,=203.6800,=203.6800,=203.6800,=246950063129.92,=246942776478.0,=119841703605.12,,=7.4664,,,,
2026-01-08,=201.7100,=201.7100,=201.7100,=201.7100,=244561553583.74,=244554337408.0,=118682590505.64,,=7.3942,,,,
2026-01-07,=200.8700,=200.8700,=200.8700,=200.8700,=243543102812.78,=243535916689.0,=118188349387.08,,=7.3634,,,,
2026-01-06,=203.9400,=203.9400,=203.9400,=203.9400,=247265297892.36,=247258001939.0,=119994682998.96,,=7.4759,,,,
2026-01-05,=199.6000,=199.6000,=199.6000,=199.6000,=242003302242.4,=241996161552.0,=117441103886.4,,=7.3168,,,,
2025-12-31,=190.4500,=190.4500,=190.4500,=190.4500,=230909463487.3,=230902650139.0,=112057405987.8,,=6.9814,,,,
2025-12-30,=195.5900,=195.5900,=195.5900,=195.5900,=237141412252.46,=237134415020.0,=115081690927.56,,=7.1698,,,,
2025-12-29,=199.0000,=199.0000,=199.0000,=199.0000,=241275837406.0,=241268718181.0,=117088074516.0,,=7.2948,,,,
2025-12-26,=199.9900,=199.9900,=199.9900,=199.9900,=242476154386.06,=242468999744.0,=117670572977.16,,=7.3311,,,,
2025-12-25,=201.4300,=201.4300,=201.4300,=201.4300,=244222069993.42,=244214863835.0,=118517843466.12,,=7.3839,,,,
2025-12-24,=198.1300,=198.1300,=198.1300,=198.1300,=240221013393.22,=240213925292.0,=116576181928.92,,=7.2630,,,,
2025-12-23,=198.0700,=198.0700,=198.0700,=198.0700,=240148266909.58,=240141180955.0,=116540878991.88,,=7.2608,,,,
2025-12-22,=199.7000,=199.7000,=199.7000,=199.7000,=242124546381.8,=242117402114.0,=117499942114.8,,=7.3205,,,,
2025-12-19,=198.1900,=198.1900,=198.1900,=198.1900,=240293759876.86,=240286669630.0,=116611484865.96,,=7.2652,,,,
2025-12-18,=197.7700,=197.7700,=197.7700,=197.7700,=239784534491.38,=239777459270.0,=116364364306.68,,=7.2498,,,,
2025-12-17,=196.3600,=196.3600,=196.3600,=196.3600,=238074992125.8401,=238067967347.0,=115534745286.24,,=7.1981,,,,
2025-12-16,=194.8100,=194.8100,=194.8100,=194.8100,=236195707965.14,=236188738637.0,=114622752746.04,,=7.1412,,,,
2025-12-15,=197.0100,=197.0100,=197.0100,=197.0100,=238863079031.94,=238856030999.0,=115917193770.84,,=7.2219,,,,
2025-12-12,=199.8200,=199.8200,=199.8200,=199.8200,=242270039349.08,=242262890789.0,=117570547988.88,,=7.3249,,,,
2025-12-11,=195.7700,=195.7700,=195.7700,=195.7700,=237359651703.38,=237352648032.0,=115187599738.68,,=7.1764,,,,
2025-12-10,=198.0000,=198.0000,=198.0000,=198.0000,=240063396012.0,=240056312562.0,=116499692232.0,,=7.2582,,,,
2025-12-09,=198.7100,=198.7100,=198.7100,=198.7100,=240924229401.74,=240917120551.0,=116917443653.64,,=7.2842,,,,
2025-12-08,=200.0500,=200.0500,=200.0500,=200.0500,=242548900869.7,=242541744081.0,=117705875914.2,,=7.3333,,,,
2025-12-05,=202.3900,=202.3900,=202.3900,=202.3900,=245386013731.66,=245378773229.0,=119082690458.76,,=7.4191,,,,
2025-12-04,=200.0000,=200.0000,=200.0000,=200.0000,=242488278800.0,=242481123800.0,=117676456800.0,,=7.3315,,,,
2025-12-03,=199.5000,=199.5000,=199.5000,=199.5000,=241882058103.0,=241874920991.0,=117382265658.0,,=7.3132,,,,
2025-12-02,=200.6200,=200.6200,=200.6200,=200.6200,=243239992464.28,=243232815284.0,=118041253816.08,,=7.3542,,,,
2025-12-01,=201.6200,=201.6200,=201.6200,=201.6200,=244452433858.28,=244445220903.0,=118629636100.08,,=7.3909,,,,
2025-11-28,=204.0100,=204.0100,=204.0100,=204.0100,=247350168789.94,=247342870332.0,=120035869758.84,,=7.4785,,,,
2025-11-27,=196.3000,=196.3000,=196.3000,=196.3000,=238002245642.2,=237995223010.0,=115499442349.2,,=7.1959,,,,
2025-11-26,=193.4000,=193.4000,=193.4000,=193.4000,=234486165599.6,=234479246715.0,=113793133725.6,,=7.0896,,,,
2025-11-25,=193.8800,=193.8800,=193.8800,=193.8800,=235068137468.72,=235061201412.0,=114075557221.92,,=7.1072,,,,
2025-11-24,=193.0000,=193.0000,=193.0000,=193.0000,=234001189042.0,=233994284467.0,=113557780812.0,,=7.0749,,,,
2025-11-21,=195.1100,=195.1100,=195.1100,=195.1100,=236559440383.3401,=236552460323.0,=114799267431.24,,=7.1522,,,,
2025-11-20,=198.8500,=198.8500,=198.8500,=198.8500,=241093971196.9,=241086857338.0,=116999817173.4,,=7.2893,,,,
2025-11-19,=204.8100,=204.8100,=204.8100,=204.8100,=248320121905.14,=248312794827.0,=120506575586.04,,=7.5078,,,,
2025-11-18,=206.7100,=206.7100,=206.7100,=206.7100,=250623760553.74,=250616365503.0,=121624501925.64,,=7.5775,,,,
2025-11-17,=206.0400,=206.0400,=206.0400,=206.0400,=249811424819.76,=249804053739.0,=121230285795.36,,=7.5529,,,,
2025-11-14,=207.7000,=207.7000,=207.7000,=207.7000,=251824077533.8,=251816647066.0,=122207000386.8,,=7.6138,,,,
2025-11-13,=208.2100,=208.2100,=208.2100,=208.2100,=252442422644.74,=252434973932.0,=122507075351.64,,=7.6325,,,,
2025-11-12,=208.2000,=208.2000,=208.2000,=208.2000,=252430298230.8,=252422849876.0,=122501191528.8,,=7.6321,,,,
2025-11-11,=208.7000,=208.7000,=208.7000,=208.7000,=253036518927.8,=253029052685.0,=122795382670.8,,=7.6504,,,,
2025-11-10,=209.3500,=209.3500,=209.3500,=209.3500,=253824605833.9,=253817116338.0,=123177831155.4,,=7.6742,,,,
2025-11-07,=205.7900,=205.7900,=205.7900,=205.7900,=249508314471.26,=249500952334.0,=121083190224.36,,=7.5437,,,,
2025-11-06,=206.3500,=206.3500,=206.3500,=206.3500,=250187281651.9,=250179899481.0,=121412684303.4,,=7.5643,,,,
2025-11-05,=206.2700,=206.2700,=206.2700,=206.2700,=250090286340.38,=250082907031.0,=121365613720.68,,=7.5613,,,,
2025-11-04,=207.0000,=207.0000,=207.0000,=207.0000,=250975368558.0,=250967963133.0,=121795132788.0,,=7.5881,,,,
2025-11-03,=212.0100,=212.0100,=212.0100,=212.0100,=257049699941.94,=257042115284.0,=124742928030.84,,=7.7718,,,,
2025-10-31,=215.0400,=215.0400,=215.0400,=215.0400,=260723397365.76,=260715704310.0,=126525726351.36,,=7.8828,,,,
2025-10-30,=216.6900,=216.6900,=216.6900,=216.6900,=262723925665.86,=262716173581.0,=127496557119.96,,=7.9433,,,,
2025-10-29,=222.8300,=222.8300,=222.8300,=222.8300,=270168315825.02,=270160344082.0,=131109224343.72,,=8.2023,,,,
2025-10-28,=225.0900,=225.0900,=225.0900,=225.0900,=272908433375.46,=272900380781.0,=132438968305.56,,=8.2855,,,,
2025-10-27,=223.3000,=223.3000,=223.3000,=223.3000,=270738163280.2,=270730174723.0,=131385764017.2,,=8.2196,,,,
2025-10-24,=221.5500,=221.5500,=221.5500,=221.5500,=268616390840.7,=268608464889.0,=130356095020.2,,=8.1552,,,,
2025-10-23,=221.8000,=221.8000,=221.8000,=221.8000,=268919501189.2,=268911566294.0,=130503190591.2,,=8.1644,,,,
2025-10-22,=220.2000,=220.2000,=220.2000,=220.2000,=266979594958.8,=266971717304.0,=129561778936.8,,=8.1055,,,,
2025-10-21,=223.5700,=223.5700,=223.5700,=223.5700,=271065522456.58,=271057524240.0,=131544627233.88,,=8.2295,,,,
2025-10-20,=223.4700,=223.4700,=223.4700,=223.4700,=270944278317.18,=270936283678.0,=131485789005.48,,=8.2258,,,,
2025-10-17,=225.5000,=225.5000,=225.5000,=225.5000,=273405534347.0,=273397467085.0,=132680205042.0,,=8.3006,,,,
2025-10-16,=230.9300,=230.9300,=230.9300,=230.9300,=279989091116.42,=279980829596.0,=135875120844.12,,=8.5004,,,,
2025-10-15,=230.5000,=230.5000,=230.5000,=230.5000,=279467741317.0,=279459495180.0,=135622116462.0,,=8.4846,,,,
2025-10-14,=230.6800,=230.6800,=230.6800,=230.6800,=279685980767.92,=279677728191.0,=135728025273.12,,=8.4912,,,,
2025-10-13,=235.2000,=235.2000,=235.2000,=235.2000,=285166215868.8,=285157801589.0,=138387513196.8,,=8.6576,,,,
2025-10-10,=242.0000,=242.0000,=242.0000,=242.0000,=293410817348.0,=293402159798.0,=142388512728.0,,=8.9079,,,,
2025-10-09,=248.2400,=248.2400,=248.2400,=248.2400,=300976451646.56,=300967570861.0,=146060018180.16,,=9.1376,,,,
2025-09-30,=245.6900,=245.6900,=245.6900,=245.6900,=297884726091.86,=297875936532.0,=144559643355.96,,=9.0438,,,,
2025-09-29,=239.0000,=239.0000,=239.0000,=239.0000,=289773493166.0,=289764942941.0,=140623365876.0,,=8.7975,,,,
2025-09-26,=238.5500,=238.5500,=238.5500,=238.5500,=289227894538.7,=289219360412.0,=140358593848.2,,=8.7809,,,,
2025-09-25,=245.0000,=245.0000,=245.0000,=245.0000,=297048141530.0,=297039376655.0,=144153659580.0,,=9.0184,,,,
2025-09-24,=233.8900,=233.8900,=233.8900,=233.8900,=283577917642.66,=283569550228.0,=137616732404.76,,=8.6094,,,,
2025-09-23,=233.5000,=233.5000,=233.5000,=233.5000,=283105065499.0,=283096712037.0,=137387263314.0,,=8.5950,,,,
2025-09-22,=237.1500,=237.1500,=237.1500,=237.1500,=287530476587.1001,=287521992546.0,=139534858650.6,,=8.7294,,,,
2025-09-19,=235.0000,=235.0000,=235.0000,=235.0000,=284923727590.0,=284915320465.0,=138269836740.0,,=8.6503,,,,
2025-09-18,=237.8000,=237.8000,=237.8000,=237.8000,=288318563493.2,=288310056198.0,=139917307135.2,,=8.7533,,,,
2025-09-17,=239.3900,=239.3900,=239.3900,=239.3900,=290246345309.66,=290237781132.0,=140852834966.76,,=8.8119,,,,
2025-09-16,=239.6000,=239.6000,=239.6000,=239.6000,=290500958002.4,=290492386312.0,=140976395246.4,,=8.8196,,,,
2025-09-15,=239.6000,=239.6000,=239.6000,=239.6000,=290500958002.4,=290492386312.0,=140976395246.4,,=8.8196,,,,
2025-09-12,=240.9900,=240.9900,=240.9900,=240.9900,=292186251540.06,=292177630123.0,=141794246621.16,,=8.8708,,,,
2025-09-11,=243.7400,=243.7400,=243.7400,=243.7400,=295520465373.56,=295511745575.0,=143412297902.16,,=8.9720,,,,
2025-09-10,=238.7100,=238.7100,=238.7100,=238.7100,=289421885161.74,=289413345311.0,=140452735013.64,,=8.7868,,,,
2025-09-09,=241.0000,=241.0000,=241.0000,=241.0000,=292198375954.0,=292189754179.0,=141800130444.0,,=8.8711,,,,
2025-09-08,=248.0400,=248.0400,=248.0400,=248.0400,=300733963367.76,=300725089737.0,=145942341723.36,,=9.1303,,,,
2025-09-05,=237.9600,=237.9600,=237.9600,=237.9600,=288512554116.24,=288504041097.0,=140011448300.64,,=8.7592,,,,
2025-09-04,=233.5000,=233.5000,=233.5000,=233.5000,=283105065499.0,=283096712037.0,=137387263314.0,,=8.5950,,,,
2025-09-03,=238.8100,=238.8100,=238.8100,=238.8100,=289543129301.14,=289534585873.0,=140511573242.04,,=8.7905,,,,
2025-09-02,=242.1600,=242.1600,=242.1600,=242.1600,=293604807971.04,=293596144697.0,=142482653893.44,,=8.9138,,,,
2025-09-01,=246.4800,=246.4800,=246.4800,=246.4800,=298842554793.12,=298833736971.0,=145024465360.32,,=9.0728,,,,
2025-08-29,=242.7900,=242.7900,=242.7900,=242.7900,=294368646049.26,=294359960237.0,=142853334732.36,,=8.9370,,,,
2025-08-28,=247.0800,=247.0800,=247.0800,=247.0800,=299570019629.52,=299561180343.0,=145377494730.72,,=9.0949,,,,
2025-08-27,=247.3100,=247.3100,=247.3100,=247.3100,=299848881150.14,=299843390868.0,=145516179889.29,,=8.4251,,,,
2025-08-26,=246.7700,=246.7700,=246.7700,=246.7700,=299194162797.38,=299188684503.0,=145198446125.43,,=8.4067,,,,
2025-08-25,=245.5000,=245.5000,=245.5000,=245.5000,=297654362227.0,=297648912127.0,=144451183384.5,,=8.3634,,,,
2025-08-22,=244.2500,=244.2500,=244.2500,=244.2500,=296138810484.5,=296133388135.0,=143715688560.75,,=8.3208,,,,
2025-08-21,=245.7100,=245.7100,=245.7100,=245.7100,=297908974919.74,=297903520158.0,=144574746514.89,,=8.3706,,,,
