日期,理杏仁前复权(元),前复权(元),后复权(元),股价(元),市值(元),流通市值(元),自由流通市值(元),行业中位数,PE-TTM(扣非),PE-TTM(扣非) 分位点,PE-TTM(扣非) 80%分位点值,PE-TTM(扣非) 50%分位点值,PE-TTM(扣非) 20%分位点值
2025-08-21,=25.5900,=25.5900,=25.5900,=25.5900,=240108752217.06,=160052683021.0,=100394828924.13,,=12.9586,,,,
2025-08-20,=25.3000,=25.3000,=25.3000,=25.3000,=237387707350.2,=158238877704.0,=99257099327.1,,=12.8117,,,,
2025-08-19,=25.2000,=25.2000,=25.2000,=25.2000,=236449416016.8,=157613427594.0,=98864778776.4,,=12.7611,,,,
2025-08-18,=25.3900,=25.3900,=25.3900,=25.3900,=238232169550.26,=158801782802.0,=99610187822.73,,=12.8573,,,,
2025-08-15,=25.4600,=25.4600,=25.4600,=25.4600,=238888973483.64,=159239597879.0,=99884812208.22,,=12.8927,,,,
2025-08-14,=25.5100,=25.5100,=25.5100,=25.5100,=239358119150.3401,=159552322933.0,=100080972483.57,,=12.9181,,,,
2025-08-13,=25.5000,=25.5000,=25.5000,=25.5000,=239264290017.0,=159489777923.0,=100041740428.5,,=12.9130,,,,
2025-08-12,=25.5300,=25.5300,=25.5300,=25.5300,=239545777417.02,=159677412955.0,=100159436593.71,,=12.9282,,,,
2025-08-11,=25.1100,=25.1100,=25.1100,=25.1100,=235604953816.74,=157050522495.0,=98511690280.77,,=12.7155,,,,
2025-08-08,=25.1200,=25.1200,=25.1200,=25.1200,=235698782950.08,=157113067506.0,=98550922335.84,,=12.7206,,,,
2025-08-07,=25.0600,=25.0600,=25.0600,=25.0600,=235135808150.04,=156737797441.0,=98315530005.42,,=12.6902,,,,
2025-08-06,=25.2300,=25.2300,=25.2300,=25.2300,=236730903416.82,=157801062627.0,=98982474941.61,,=12.7763,,,,
2025-08-05,=25.0300,=25.0300,=25.0300,=25.0300,=234854320750.02,=156550162408.0,=98197833840.21,,=12.6750,,,,
2025-08-04,=24.9600,=24.9600,=24.9600,=24.9600,=234197516816.64,=156112347331.0,=97923209454.72,,=12.6396,,,,
2025-08-01,=24.9000,=24.9000,=24.9000,=24.9000,=233634542016.6,=155737077266.0,=97687817124.3,,=12.6092,,,,
2025-07-31,=24.8400,=24.8400,=24.8400,=24.8400,=233071567216.56,=155361807200.0,=97452424793.88,,=12.5788,,,,
2025-07-30,=25.5800,=25.5800,=25.5800,=25.5800,=240014923083.72,=159990138010.0,=100355596869.06,,=12.9535,,,,
2025-07-29,=25.4100,=25.4100,=25.4100,=25.4100,=238419827816.94,=158926872824.0,=99688651932.87,,=12.8674,,,,
2025-07-28,=25.6500,=25.6500,=25.6500,=25.6500,=240671727017.1,=160427953087.0,=100630221254.55,,=12.9890,,,,
2025-07-25,=25.8300,=25.8300,=25.8300,=25.8300,=242360651417.22,=161553763284.0,=101336398245.81,,=13.0801,,,,
2025-07-24,=27.4100,=27.4100,=27.4100,=27.4100,=257185654484.94,=171435875014.0,=107535062946.87,,=13.8802,,,,
2025-07-23,=27.5000,=27.5000,=27.5000,=27.5000,=258030116685.0,=171998780113.0,=107888151442.5,,=13.9258,,,,
2025-07-22,=26.8100,=26.8100,=26.8100,=26.8100,=251555906484.54,=167683174357.0,=105181139642.67,,=13.5764,,,,
2025-07-21,=26.0500,=26.0500,=26.0500,=26.0500,=244424892350.7,=162929753525.0,=102199503457.35,,=13.1915,,,,
2025-07-18,=25.7900,=25.7900,=25.7900,=25.7900,=241985334883.86,=161303583240.0,=101179470025.53,,=13.0599,,,,
2025-07-17,=25.8100,=25.8100,=25.8100,=25.8100,=242172993150.54,=161428673262.0,=101257934135.67,,=13.0700,,,,
2025-07-16,=25.6800,=25.6800,=25.6800,=25.6800,=240953214417.12,=160615588120.0,=100747917419.76,,=13.0042,,,,
2025-07-15,=25.8000,=25.8000,=25.8000,=25.8000,=242079164017.2,=161366128251.0,=101218702080.6,,=13.0649,,,,
2025-07-14,=25.4100,=25.4100,=25.4100,=25.4100,=238419827816.94,=158926872824.0,=99688651932.87,,=12.8674,,,,
2025-07-11,=25.3500,=25.3500,=25.3500,=25.3500,=237856853016.9,=158551602758.0,=99453259602.45,,=12.8370,,,,
2025-07-10,=25.2500,=25.2500,=25.2500,=25.2500,=236918561683.5,=157926152649.0,=99060939051.75,,=12.7864,,,,
2025-07-09,=25.2900,=25.2900,=25.2900,=25.2900,=237293878216.86,=158176332693.0,=99217867272.03,,=12.8067,,,,
2025-07-08,=25.5200,=25.5200,=25.5200,=25.5200,=239451948283.68,=159614867944.0,=100120204538.64,,=12.9231,,,,
2025-07-07,=25.6100,=25.6100,=25.6100,=25.6100,=240296410483.74,=160177773043.0,=100473293034.27,,=12.9687,,,,
2025-07-04,=25.8500,=25.8500,=25.8500,=25.8500,=242548309683.9,=161678853306.0,=101414862355.95,,=13.0902,,,,
