日期,理杏仁前复权(元),前复权(元),后复权(元),股价(元),市值(元),流通市值(元),自由流通市值(元),行业中位数,PE-TTM(扣非),PE-TTM(扣非) 分位点,PE-TTM(扣非) 80%分位点值,PE-TTM(扣非) 50%分位点值,PE-TTM(扣非) 20%分位点值
2026-06-15,=8.0100,=8.0100,=8.0100,=8.0100,=72218417689.71,=67392804107.0,=30491535515.85,,=-121.9864,,,,
2026-06-12,=8.1600,=8.1600,=8.1600,=8.1600,=73570822515.36,=68654841637.0,=31062538053.6,,=-124.2708,,,,
2026-06-11,=8.2700,=8.2700,=8.2700,=8.2700,=74562586054.17,=69580335826.0,=31481273247.95,,=-125.9460,,,,
2026-06-10,=8.1800,=8.1800,=8.1800,=8.1800,=73751143158.78,=68823113308.0,=31138671725.3,,=-124.5754,,,,
2026-06-09,=8.2400,=8.2400,=8.2400,=8.2400,=74292105089.04,=69327928320.0,=31367072740.4,,=-125.4892,,,,
2026-06-08,=8.2400,=8.2400,=8.2400,=8.2400,=74292105089.04,=69327928320.0,=31367072740.4,,=-125.4892,,,,
2026-06-05,=8.4500,=8.4500,=8.4500,=8.4500,=76185471844.95,=71094780862.0,=32166476293.25,,=-128.6873,,,,
2026-06-04,=8.6300,=8.6300,=8.6300,=8.6300,=77808357635.73,=72609225898.0,=32851679338.55,,=-131.4286,,,,
2026-06-03,=8.7700,=8.7700,=8.7700,=8.7700,=79070602139.67,=73787127593.0,=33384615040.45,,=-133.5607,,,,
2026-06-02,=8.9400,=8.9400,=8.9400,=8.9400,=80603327608.74,=75217436794.0,=34031751249.9,,=-136.1496,,,,
2026-06-01,=9.1000,=9.1000,=9.1000,=9.1000,=82045892756.1,=76563610159.0,=34640820623.5,,=-138.5863,,,,
2026-05-29,=8.8200,=8.8200,=8.8200,=8.8200,=79521403748.22,=74207806770.0,=33574949219.7,,=-134.3221,,,,
2026-05-28,=8.3900,=8.3900,=8.3900,=8.3900,=75644509914.69,=70589965850.0,=31938075278.15,,=-127.7735,,,,
2026-05-27,=8.3400,=8.3400,=8.3400,=8.3400,=75193708306.14,=70169286674.0,=31747741098.9,,=-127.0121,,,,
2026-05-26,=8.7000,=8.7000,=8.7000,=8.7000,=78439479887.7,=73198176746.0,=33118147189.5,,=-132.4946,,,,
2026-05-25,=8.6400,=8.6400,=8.6400,=8.6400,=77898517957.44,=72693361734.0,=32889746174.4,,=-131.5809,,,,
2026-05-22,=8.4800,=8.4800,=8.4800,=8.4800,=76455952810.08,=71347188368.0,=32280676800.8,,=-129.1442,,,,
2026-05-21,=8.5500,=8.5500,=8.5500,=8.5500,=77087075062.05,=71936139216.0,=32547144651.75,,=-130.2102,,,,
2026-05-20,=8.9400,=8.9400,=8.9400,=8.9400,=80603327608.74,=75217436794.0,=34031751249.9,,=-136.1496,,,,
2026-05-19,=9.0400,=9.0400,=9.0400,=9.0400,=81504930825.84,=76058795147.0,=34412419608.4,,=-137.6726,,,,
2026-05-18,=8.7000,=8.7000,=8.7000,=8.7000,=78439479887.7,=73198176746.0,=33118147189.5,,=-132.4946,,,,
2026-05-15,=9.0700,=9.0700,=9.0700,=9.0700,=81775411790.97,=76311202653.0,=34526620115.95,,=-138.1294,,,,
2026-05-14,=9.2500,=9.2500,=9.2500,=9.2500,=83398297581.75,=77825647690.0,=35211823161.25,,=-140.8707,,,,
2026-05-13,=9.5400,=9.5400,=9.5400,=9.5400,=86012946911.34,=80265586914.0,=36315761400.9,,=-145.2872,,,,
2026-05-12,=9.6700,=9.6700,=9.6700,=9.6700,=87185031093.57,=81359352774.0,=36810630266.95,,=-147.2670,,,,
2026-05-11,=9.7200,=9.7200,=9.7200,=9.7200,=87635832702.12,=81780031950.0,=37000964446.2,,=-148.0285,,,,
2026-05-08,=9.4300,=9.4300,=9.4300,=9.4300,=85021183372.53,=79340092726.0,=35897026206.55,,=-143.6120,,,,
2026-05-07,=9.2600,=9.2600,=9.2600,=9.2600,=83488457903.46,=77909783525.0,=35249889997.1,,=-141.0230,,,,
2026-05-06,=9.0500,=9.0500,=9.0500,=9.0500,=81595091147.55,=76142930983.0,=34450486444.25,,=-137.8249,,,,
2026-04-30,=8.7000,=8.7000,=8.7000,=8.7000,=78439479887.7,=73198176746.0,=33118147189.5,,=-132.4946,,,,
2026-04-29,=8.8300,=8.8300,=8.8300,=8.8300,=79611564069.93,=74291942605.0,=33613016055.55,,=470.8576,,,,
2026-04-28,=8.6500,=8.6500,=8.6500,=8.6500,=77988678279.15,=72777497569.0,=32927813010.25,,=461.2592,,,,
2026-04-27,=8.4700,=8.4700,=8.4700,=8.4700,=76365792488.37,=71263052533.0,=32242609964.95,,=451.6607,,,,
2026-04-24,=8.3600,=8.3600,=8.3600,=8.3600,=75374028949.56,=70337558344.0,=31823874770.6,,=445.7950,,,,
2026-04-23,=8.6200,=8.6200,=8.6200,=8.6200,=77718197314.02,=72525090063.0,=32813612502.7,,=459.6594,,,,
2026-04-22,=8.6500,=8.6500,=8.6500,=8.6500,=77988678279.15,=72777497569.0,=32927813010.25,,=461.2592,,,,
2026-04-21,=8.6000,=8.6000,=8.6000,=8.6000,=77537876670.6,=72356818392.0,=32737478831.0,,=458.5929,,,,
2026-04-20,=8.7000,=8.7000,=8.7000,=8.7000,=78439479887.7,=73198176746.0,=33118147189.5,,=463.9254,,,,
2026-04-17,=8.8500,=8.8500,=8.8500,=8.8500,=79791884713.35,=74460214276.0,=33689149727.25,,=471.9241,,,,
2026-04-16,=8.5300,=8.5300,=8.5300,=8.5300,=76906754418.63,=71767867545.0,=32471010980.05,,=454.8602,,,,
2026-04-15,=8.5400,=8.5400,=8.5400,=8.5400,=76996914740.34,=71852003380.0,=32509077815.9,,=455.3934,,,,
2026-04-14,=8.4700,=8.4700,=8.4700,=8.4700,=76365792488.37,=71263052533.0,=32242609964.95,,=451.6607,,,,
2026-04-13,=8.1100,=8.1100,=8.1100,=8.1100,=73120020906.81,=68234162461.0,=30872203874.35,,=432.4638,,,,
2026-04-10,=7.9900,=7.9900,=7.9900,=7.9900,=72038097046.29,=67224532437.0,=30415401844.15,,=426.0648,,,,
2026-04-09,=8.0000,=8.0000,=8.0000,=8.0000,=72128257368.0,=67308668272.0,=30453468680.0,,=426.5981,,,,
2026-04-08,=8.0800,=8.0800,=8.0800,=8.0800,=72849539941.68,=67981754955.0,=30758003366.8,,=430.8641,,,,
2026-04-07,=7.8400,=7.8400,=7.8400,=7.8400,=70685692220.64,=65962494907.0,=29844399306.4,,=418.0661,,,,
2026-04-03,=7.9300,=7.9300,=7.9300,=7.9300,=71497135116.03,=66719717425.0,=30187000829.05,,=422.8653,,,,
2026-04-02,=8.1400,=8.1400,=8.1400,=8.1400,=73390501871.94,=68486569967.0,=30986404381.9,,=434.0635,,,,
2026-04-01,=8.4100,=8.4100,=8.4100,=8.4100,=75824830558.11,=70758237521.0,=32014208949.85,,=448.4612,,,,
2026-03-31,=8.4100,=8.4100,=8.4100,=8.4100,=75824830558.11,=70758237521.0,=32014208949.85,,=448.4612,,,,
2026-03-30,=8.6000,=8.6000,=8.6000,=8.6000,=77537876670.6,=72356818392.0,=32737478831.0,,=458.5929,,,,
2026-03-27,=8.6400,=8.6400,=8.6400,=8.6400,=77898517957.44,=72693361734.0,=32889746174.4,,=460.7259,,,,
2026-03-26,=8.6900,=8.6900,=8.6900,=8.6900,=78349319565.99,=73114040910.0,=33080080353.65,,=463.3922,,,,
2026-03-25,=8.9300,=8.9300,=8.9300,=8.9300,=80513167287.03,=75133300959.0,=33993684414.05,,=476.1901,,,,
2026-03-24,=8.8600,=8.8600,=8.8600,=8.8600,=79882045035.06,=74544350111.0,=33727216563.1,,=472.4574,,,,
2026-03-23,=8.7600,=8.7600,=8.7600,=8.7600,=78980441817.96,=73702991758.0,=33346548204.6,,=467.1249,,,,
2026-03-20,=9.0300,=9.0300,=9.0300,=9.0300,=81414770504.13,=75974659312.0,=34374352772.55,,=481.5226,,,,
2026-03-19,=9.1700,=9.1700,=9.1700,=9.1700,=82677015008.07,=77152561007.0,=34907288474.45,,=488.9880,,,,
2026-03-18,=9.4800,=9.4800,=9.4800,=9.4800,=85471984981.08,=79760771902.0,=36087360385.8,,=505.5187,,,,
2026-03-17,=9.7400,=9.7400,=9.7400,=9.7400,=87816153345.54,=81948303621.0,=37077098117.9,,=519.3832,,,,
2026-03-16,=9.6600,=9.6600,=9.6600,=9.6600,=87094870771.86,=81279464296.0,=37209617486.16,,=31.8247,,,,
2026-03-13,=9.6000,=9.6000,=9.6000,=9.6000,=86553908841.6,=80774622902.0,=36978501849.6,,=31.6270,,,,
2026-03-12,=9.4900,=9.4900,=9.4900,=9.4900,=85562145302.79,=79849080348.0,=36554789849.24,,=31.2646,,,,
2026-03-11,=9.5600,=9.5600,=9.5600,=9.5600,=86193267554.76,=80438061974.0,=36824424758.56,,=31.4952,,,,
2026-03-10,=9.3700,=9.3700,=9.3700,=9.3700,=84480221442.27,=78839397562.0,=36092558576.12,,=30.8693,,,,
2026-03-09,=9.4200,=9.4200,=9.4200,=9.4200,=84931023050.82,=79260098723.0,=36285154939.92,,=31.0340,,,,
2026-03-06,=9.7000,=9.7000,=9.7000,=9.7000,=87455512058.7,=81616025224.0,=37363694577.2,,=31.9565,,,,
2026-03-05,=9.6300,=9.6300,=9.6300,=9.6300,=86824389806.73,=81027043599.0,=37094059667.88,,=31.7259,,,,
2026-03-04,=9.7600,=9.7600,=9.7600,=9.7600,=87996473988.96,=82120866617.0,=37594810213.76,,=32.1541,,,,
2026-03-03,=9.8800,=9.8800,=9.8800,=9.8800,=89078397849.48,=83130549404.0,=38057041486.88,,=32.5495,,,,
2026-03-02,=9.8500,=9.8500,=9.8500,=9.8500,=88807916884.35,=82878128707.0,=37941483668.6,,=32.4506,,,,
2026-02-27,=9.9100,=9.9100,=9.9100,=9.9100,=89348878814.61,=83382970100.0,=38172599305.16,,=32.6483,,,,
2026-02-26,=10.0000,=10.0000,=10.0000,=10.0000,=90160321710.0,=84140232190.0,=38519272760.0,,=32.9448,,,,
2026-02-25,=10.4500,=10.4500,=10.4500,=10.4500,=94217536186.95,=87926542639.0,=40252640034.2,,=34.4273,,,,
2026-02-24,=10.1400,=10.1400,=10.1400,=10.1400,=91422566213.94,=85318195441.0,=39058542578.64,,=33.4060,,,,
2026-02-13,=10.3300,=10.3300,=10.3300,=10.3300,=93135612326.43,=86916859852.0,=39790408761.08,,=34.0320,,,,
2026-02-12,=10.3900,=10.3900,=10.3900,=10.3900,=93676574256.69,=87421701245.0,=40021524397.64,,=34.2297,,,,
2026-02-11,=10.4000,=10.4000,=10.4000,=10.4000,=93766734578.4,=87505841478.0,=40060043670.4,,=34.2626,,,,
2026-02-10,=10.4900,=10.4900,=10.4900,=10.4900,=94578177473.79,=88263103567.0,=40406717125.24,,=34.5591,,,,
2026-02-09,=10.7000,=10.7000,=10.7000,=10.7000,=96471544229.7,=90030048443.0,=41215621853.2,,=35.2510,,,,
2026-02-06,=10.6300,=10.6300,=10.6300,=10.6300,=95840421977.73,=89441066818.0,=40945986943.88,,=35.0203,,,,
2026-02-05,=10.9200,=10.9200,=10.9200,=10.9200,=98455071307.32,=91881133551.0,=42063045853.92,,=35.9757,,,,
2026-02-04,=10.8700,=10.8700,=10.8700,=10.8700,=98004269698.77,=91460432391.0,=41870449490.12,,=35.8110,,,,
2026-02-03,=10.1300,=10.1300,=10.1300,=10.1300,=91332405892.23,=85234055208.0,=39020023305.88,,=33.3731,,,,
2026-02-02,=10.0800,=10.0800,=10.0800,=10.0800,=90881604283.68,=84813354048.0,=38827426942.08,,=33.2084,,,,
2026-01-30,=10.5700,=10.5700,=10.5700,=10.5700,=95299460047.47,=88936225425.0,=40714871307.32,,=34.8227,,,,
2026-01-29,=10.8800,=10.8800,=10.8800,=10.8800,=98094430020.48,=91544572623.0,=41908968762.88,,=35.8440,,,,
2026-01-28,=10.0700,=10.0700,=10.0700,=10.0700,=90791443961.97,=84729213815.0,=38788907669.32,,=33.1754,,,,
2026-01-27,=9.8300,=9.8300,=9.8300,=9.8300,=88627596240.93,=82709848243.0,=37864445123.08,,=32.3848,,,,
2026-01-26,=9.7900,=9.7900,=9.7900,=9.7900,=88266954954.09,=82373287314.0,=37710368032.04,,=32.2530,,,,
2026-01-23,=9.8700,=9.8700,=9.8700,=9.8700,=88988237527.77,=83046409172.0,=38018522214.12,,=32.5165,,,,
2026-01-22,=9.9400,=9.9400,=9.9400,=9.9400,=89619359779.74,=83635390797.0,=38288157123.44,,=32.7471,,,,
2026-01-21,=9.7600,=9.7600,=9.7600,=9.7600,=87996473988.96,=82120866617.0,=37594810213.76,,=32.1541,,,,
2026-01-20,=9.9300,=9.9300,=9.9300,=9.9300,=89529199458.03,=83551250565.0,=38249637850.68,,=32.7142,,,,
2026-01-19,=9.2500,=9.2500,=9.2500,=9.2500,=83398297581.75,=77829714776.0,=35630327303.0,,=30.4740,,,,
2026-01-16,=9.0800,=9.0800,=9.0800,=9.0800,=81865572112.68,=76399330829.0,=34975499666.08,,=29.9139,,,,
2026-01-15,=9.3300,=9.3300,=9.3300,=9.3300,=84119580155.43,=78502836633.0,=35938481485.08,,=30.7375,,,,
2026-01-14,=9.0300,=9.0300,=9.0300,=9.0300,=81414770504.13,=75978629668.0,=34782903302.28,,=29.7492,,,,
2026-01-13,=9.2300,=9.2300,=9.2300,=9.2300,=83217976938.33,=77661434311.0,=35553288757.48,,=30.4081,,,,
2026-01-12,=9.1300,=9.1300,=9.1300,=9.1300,=82316373721.23,=76820031989.0,=35168096029.88,,=30.0786,,,,
2026-01-09,=9.1800,=9.1800,=9.1800,=9.1800,=82767175329.78,=77240733150.0,=35360692393.68,,=30.2433,,,,
2026-01-08,=9.0800,=9.0800,=9.0800,=9.0800,=81865572112.68,=76399330829.0,=34975499666.08,,=29.9139,,,,
2026-01-07,=8.8800,=8.8800,=8.8800,=8.8800,=80062365678.48,=74716526185.0,=34205114210.88,,=29.2550,,,,
2026-01-06,=9.0200,=9.0200,=9.0200,=9.0200,=81324610182.42,=75894489435.0,=34744384029.52,,=29.7162,,,,
2026-01-05,=9.0200,=9.0200,=9.0200,=9.0200,=81324610182.42,=75894489435.0,=34744384029.52,,=29.7162,,,,
2025-12-31,=8.6400,=8.6400,=8.6400,=8.6400,=77898517957.44,=72697160612.0,=33280651664.64,,=28.4643,,,,
2025-12-30,=8.5500,=8.5500,=8.5500,=8.5500,=77087075062.05,=71939898522.0,=32933978209.8,,=28.1678,,,,
2025-12-29,=8.6200,=8.6200,=8.6200,=8.6200,=77718197314.02,=72528880148.0,=33203613119.12,,=28.3984,,,,
2025-12-26,=8.7900,=8.7900,=8.7900,=8.7900,=79250922783.09,=73959264095.0,=33858440756.04,,=28.9585,,,,
2025-12-25,=8.7700,=8.7700,=8.7700,=8.7700,=79070602139.67,=73790983631.0,=33781402210.52,,=28.8926,,,,
2025-12-24,=8.7600,=8.7600,=8.7600,=8.7600,=78980441817.96,=73706843398.0,=33742882937.76,,=28.8597,,,,
2025-12-23,=8.7600,=8.7600,=8.7600,=8.7600,=78980441817.96,=73706843398.0,=33742882937.76,,=28.8597,,,,
2025-12-22,=8.7100,=8.7100,=8.7100,=8.7100,=78529640209.41,=73286142237.0,=33550286573.96,,=28.6949,,,,
2025-12-19,=8.7100,=8.7100,=8.7100,=8.7100,=78529640209.41,=73286142237.0,=33550286573.96,,=28.6949,,,,
2025-12-18,=8.6700,=8.6700,=8.6700,=8.6700,=78168998922.57,=72949581309.0,=33396209482.92,,=28.5632,,,,
2025-12-17,=8.7600,=8.7600,=8.7600,=8.7600,=78980441817.96,=73706843398.0,=33742882937.76,,=28.8597,,,,
2025-12-16,=8.7300,=8.7300,=8.7300,=8.7300,=78709960852.83,=73454422702.0,=33627325119.48,,=28.7608,,,,
2025-12-15,=8.8400,=8.8400,=8.8400,=8.8400,=79701724391.64,=74379965256.0,=34051037119.84,,=29.1232,,,,
2025-12-12,=8.9200,=8.9200,=8.9200,=8.9200,=80423006965.32,=75053087113.0,=34359191301.92,,=29.3868,,,,
2025-12-11,=8.8800,=8.8800,=8.8800,=8.8800,=80062365678.48,=74716526185.0,=34205114210.88,,=29.2550,,,,
2025-12-10,=8.9700,=8.9700,=8.9700,=8.9700,=80873808573.87,=75473788274.0,=34551787665.72,,=29.5515,,,,
2025-12-09,=8.8400,=8.8400,=8.8400,=8.8400,=79701724391.64,=74379965256.0,=34051037119.84,,=29.1232,,,,
2025-12-08,=9.2100,=9.2100,=9.2100,=9.2100,=83037656294.91,=77493153847.0,=35476250211.96,,=30.3422,,,,
2025-12-05,=9.2400,=9.2400,=9.2400,=9.2400,=83308137260.04,=77745574544.0,=35591808030.24,,=30.4410,,,,
2025-12-04,=9.4200,=9.4200,=9.4200,=9.4200,=84931023050.82,=79260098723.0,=36285154939.92,,=31.0340,,,,
2025-12-03,=9.3900,=9.3900,=9.3900,=9.3900,=84660542085.69,=79007678026.0,=36169597121.64,,=30.9352,,,,
2025-12-02,=9.4400,=9.4400,=9.4400,=9.4400,=85111343694.24,=79428379187.0,=36362193485.44,,=31.0999,,,,
2025-12-01,=9.3700,=9.3700,=9.3700,=9.3700,=84480221442.27,=78839397562.0,=36092558576.12,,=30.8693,,,,
2025-11-28,=9.2600,=9.2600,=9.2600,=9.2600,=83488457903.46,=77913855008.0,=35668846575.76,,=30.5069,,,,
2025-11-27,=9.5100,=9.5100,=9.5100,=9.5100,=85742465946.21,=80017360813.0,=36631828394.76,,=31.3305,,,,
2025-11-26,=9.4400,=9.4400,=9.4400,=9.4400,=85111343694.24,=79428379187.0,=36362193485.44,,=31.0999,,,,
2025-11-25,=9.6100,=9.6100,=9.6100,=9.6100,=86644069163.31,=80858763135.0,=37017021122.36,,=31.6600,,,,
2025-11-24,=9.4500,=9.4500,=9.4500,=9.4500,=85201504015.95,=79512519420.0,=36400712758.2,,=31.1328,,,,
2025-11-21,=9.5900,=9.5900,=9.5900,=9.5900,=86463748519.89,=80690482670.0,=36939982576.84,,=31.5941,,,,
2025-11-20,=9.6600,=9.6600,=9.6600,=9.6600,=87094870771.86,=81279464296.0,=37209617486.16,,=31.8247,,,,
2025-11-19,=9.3900,=9.3900,=9.3900,=9.3900,=84660542085.69,=79007678026.0,=36169597121.64,,=30.9352,,,,
2025-11-18,=9.5400,=9.5400,=9.5400,=9.5400,=86012946911.34,=80269781509.0,=36747386213.04,,=31.4294,,,,
2025-11-17,=9.7400,=9.7400,=9.7400,=9.7400,=87816153345.54,=81952586153.0,=37517771668.24,,=32.0882,,,,
2025-11-14,=9.6900,=9.6900,=9.6900,=9.6900,=87365351736.99,=81531884992.0,=37325175304.44,,=31.9235,,,,
2025-11-13,=9.7700,=9.7700,=9.7700,=9.7700,=88086634310.67,=82205006850.0,=37633329486.52,,=32.1871,,,,
2025-11-12,=9.7400,=9.7400,=9.7400,=9.7400,=87816153345.54,=81952586153.0,=37517771668.24,,=32.0882,,,,
2025-11-11,=9.7000,=9.7000,=9.7000,=9.7000,=87455512058.7,=82050624083.0,=37363694577.2,,=31.9565,,,,
2025-11-10,=9.5900,=9.5900,=9.5900,=9.5900,=86463748519.89,=81120153088.0,=36939982576.84,,=31.5941,,,,
2025-11-07,=9.3200,=9.3200,=9.3200,=9.3200,=84446993169.64,=78836269737.0,=35899962212.32,,=30.8571,,,,
2025-11-06,=9.2600,=9.2600,=9.2600,=9.2600,=83903342999.02,=78328740104.0,=35668846575.76,,=30.6585,,,,
2025-11-05,=9.2800,=9.2800,=9.2800,=9.2800,=84084559722.56,=78497916648.0,=35745885121.28,,=30.7247,,,,
2025-11-04,=9.3100,=9.3100,=9.3100,=9.3100,=84356384807.87,=78751681465.0,=35861442939.56,,=30.8240,,,,
2025-11-03,=9.3600,=9.3600,=9.3600,=9.3600,=84809426616.72,=79174622826.0,=36054039303.36,,=30.9896,,,,
2025-10-31,=9.4500,=9.4500,=9.4500,=9.4500,=85624901872.65,=79932050478.0,=36400712758.2,,=31.2876,,,,
2025-10-30,=9.3000,=9.3000,=9.3000,=9.3000,=84265776446.1,=78663287772.0,=35819118246.3,,=41.8731,,,,
2025-10-29,=9.4300,=9.4300,=9.4300,=9.4300,=85443685149.11,=79762882117.0,=36319815598.13,,=42.4584,,,,
2025-10-28,=9.4000,=9.4000,=9.4000,=9.4000,=85171860063.8,=79509129576.0,=36204270055.4,,=42.3233,,,,
2025-10-27,=9.4800,=9.4800,=9.4800,=9.4800,=85896726957.96,=80185803019.0,=36512391502.68,,=42.6835,,,,
2025-10-24,=9.5000,=9.5000,=9.5000,=9.5000,=86077943681.5,=80354971380.0,=36589421864.5,,=42.7736,,,,
2025-10-23,=9.7500,=9.7500,=9.7500,=9.7500,=88343152725.75,=82469575890.0,=37552301387.25,,=43.8992,,,,
2025-10-22,=9.8800,=9.8800,=9.8800,=9.8800,=89521061428.76,=83569170235.0,=38052998739.08,,=44.4845,,,,
2025-10-21,=10.0300,=10.0300,=10.0300,=10.0300,=90880186855.31,=84837932941.0,=38630726452.73,,=45.1599,,,,
2025-10-20,=9.9500,=9.9500,=9.9500,=9.9500,=90155319961.15,=84161259498.0,=38322605005.45,,=44.7997,,,,
2025-10-17,=10.1700,=10.1700,=10.1700,=10.1700,=92148703920.09,=86022111467.0,=39169938985.47,,=45.7902,,,,
2025-10-16,=10.2700,=10.2700,=10.2700,=10.2700,=93054787537.79,=86867953271.0,=39555090794.57,,=46.2405,,,,
2025-10-15,=10.2100,=10.2100,=10.2100,=10.2100,=92511137367.17,=86360448188.0,=39323999709.11,,=45.9703,,,,
2025-10-14,=10.2700,=10.2700,=10.2700,=10.2700,=93054787537.79,=86867953271.0,=39555090794.57,,=46.2405,,,,
2025-10-13,=10.1000,=10.1000,=10.1000,=10.1000,=91514445387.7,=85430022204.0,=38900332719.1,,=45.4750,,,,
2025-10-10,=10.1800,=10.1800,=10.1800,=10.1800,=92239312281.86,=86106695647.0,=39208454166.38,,=45.8352,,,,
2025-10-09,=10.1000,=10.1000,=10.1000,=10.1000,=91514445387.7,=85430022204.0,=38900332719.1,,=45.4750,,,,
2025-09-30,=10.1700,=10.1700,=10.1700,=10.1700,=92148703920.09,=86022111467.0,=39169938985.47,,=45.7902,,,,
2025-09-29,=9.9400,=9.9400,=9.9400,=9.9400,=90064711599.38,=84076675318.0,=38284089824.54,,=44.7546,,,,
2025-09-26,=9.9500,=9.9500,=9.9500,=9.9500,=90155319961.15,=84161259498.0,=38322605005.45,,=44.7997,,,,
2025-09-25,=9.5800,=9.5800,=9.5800,=9.5800,=86802810575.66,=81031644823.0,=36897543311.78,,=43.1338,,,,
2025-09-24,=9.6200,=9.6200,=9.6200,=9.6200,=87165244022.74,=81369981545.0,=37051604035.42,,=43.3139,,,,
2025-09-23,=9.3900,=9.3900,=9.3900,=9.3900,=85081251702.03,=79424545396.0,=36165754874.49,,=42.2783,,,,
2025-09-22,=9.5000,=9.5000,=9.5000,=9.5000,=86077943681.5,=80354971380.0,=36589421864.5,,=42.7736,,,,
2025-09-19,=9.5400,=9.5400,=9.5400,=9.5400,=86440377128.58,=80693308102.0,=36743482588.14,,=42.9537,,,,
2025-09-18,=9.2300,=9.2300,=9.2300,=9.2300,=83631517913.71,=78071198509.0,=35549511979.93,,=41.5579,,,,
2025-09-17,=9.6200,=9.6200,=9.6200,=9.6200,=87165244022.74,=81369981545.0,=37051604035.42,,=43.3139,,,,
2025-09-16,=9.6700,=9.6700,=9.6700,=9.6700,=87618285831.59,=81792902447.0,=37244179939.97,,=43.5390,,,,
2025-09-15,=9.7000,=9.7000,=9.7000,=9.7000,=87890110916.9,=82046654988.0,=37359725482.7,,=43.6740,,,,
2025-09-12,=9.4600,=9.4600,=9.4600,=9.4600,=85715510234.42,=80016634658.0,=36435361140.86,,=42.5935,,,,
2025-09-11,=9.4500,=9.4500,=9.4500,=9.4500,=85624901872.65,=79932050478.0,=36396845959.95,,=42.5484,,,,
2025-09-10,=9.5300,=9.5300,=9.5300,=9.5300,=86349768766.81,=80608723921.0,=36704967407.23,,=42.9086,,,,
2025-09-09,=9.5700,=9.5700,=9.5700,=9.5700,=86712202213.89,=80947060643.0,=36859028130.87,,=43.0887,,,,
2025-09-08,=9.3100,=9.3100,=9.3100,=9.3100,=84356384807.87,=78747871952.0,=35857633427.21,,=41.9181,,,,
2025-09-05,=9.0900,=9.0900,=9.0900,=9.0900,=82363000848.93,=76887019984.0,=35010299447.19,,=40.9275,,,,
2025-09-04,=9.0600,=9.0600,=9.0600,=9.0600,=82091175763.62,=76633267442.0,=34894753904.46,,=40.7925,,,,
2025-09-03,=9.0300,=9.0300,=9.0300,=9.0300,=81819350678.31,=76379514901.0,=34779208361.73,,=40.6574,,,,
2025-09-02,=9.2400,=9.2400,=9.2400,=9.2400,=83722126275.48,=78155782690.0,=35588027160.84,,=41.6029,,,,
2025-09-01,=9.3500,=9.3500,=9.3500,=9.3500,=84718818254.95,=79086208674.0,=36011694150.85,,=42.0982,,,,
2025-08-29,=9.1500,=9.1500,=9.1500,=9.1500,=82906651019.55,=77394525066.0,=35241390532.65,,=41.1977,,,,
2025-08-28,=9.0600,=9.0600,=9.0600,=9.0600,=82091175763.62,=76627853223.0,=33663596493.12,,=32.2707,,,,
2025-08-27,=9.0200,=9.0200,=9.0200,=9.0200,=81728742316.54,=76289540405.0,=33514971343.04,,=32.1283,,,,
2025-08-26,=9.3400,=9.3400,=9.3400,=9.3400,=84628209893.18,=78996042947.0,=34703972543.68,,=33.2681,,,,
2025-08-25,=9.4100,=9.4100,=9.4100,=9.4100,=85262468425.57,=79588090378.0,=34964066556.32,,=33.5174,,,,
2025-08-22,=9.1700,=9.1700,=9.1700,=9.1700,=83087867743.09,=77558213471.0,=34072315655.84,,=32.6625,,,,
