日期,理杏仁前复权(元),前复权(元),后复权(元),股价(元),市值(元),流通市值(元),自由流通市值(元),行业中位数,PB(不含商誉),PB(不含商誉) 分位点,PB(不含商誉) 80%分位点值,PB(不含商誉) 50%分位点值,PB(不含商誉) 20%分位点值
2026-05-21,=23.4200,=23.4200,=23.4200,=23.4200,=227056900000.0001,=227056900000.0,=78902901225.7,,=2.2248,,,,
2026-05-20,=24.1700,=24.1700,=24.1700,=24.1700,=234328150000.0001,=234328150000.0,=81429680726.95,,=2.2960,,,,
2026-05-19,=24.3900,=24.3900,=24.3900,=24.3900,=236461050000.0,=236461050000.0,=82170869380.65,,=2.3169,,,,
2026-05-18,=24.3900,=24.3900,=24.3900,=24.3900,=236461050000.0,=236461050000.0,=82170869380.65,,=2.3169,,,,
2026-05-15,=23.8600,=23.8600,=23.8600,=23.8600,=231322700000.0,=231322700000.0,=80385278533.1,,=2.2666,,,,
2026-05-14,=23.3400,=23.3400,=23.3400,=23.3400,=226281300000.0,=226281300000.0,=78633378078.9,,=2.2172,,,,
2026-05-13,=23.4500,=23.4500,=23.4500,=23.4500,=227347750000.0,=227347750000.0,=79003972405.75,,=2.2276,,,,
2026-05-12,=23.7900,=23.7900,=23.7900,=23.7900,=230644050000.0,=230644050000.0,=80149445779.65,,=2.2599,,,,
2026-05-11,=23.8300,=23.8300,=23.8300,=23.8300,=231031850000.0,=231031850000.0,=80284207353.05,,=2.2637,,,,
2026-05-08,=23.8300,=23.8300,=23.8300,=23.8300,=231031850000.0,=231031850000.0,=80284207353.05,,=2.2637,,,,
2026-05-07,=24.0800,=24.0800,=24.0800,=24.0800,=233455600000.0,=233455600000.0,=81126467186.8,,=2.2875,,,,
2026-05-06,=25.9000,=25.9000,=25.9000,=25.9000,=251100500000.0,=251100500000.0,=87258118776.5,,=2.4604,,,,
2026-04-30,=26.1300,=26.1300,=26.1300,=26.1300,=253330350000.0,=253330350000.0,=88032997823.55,,=2.4822,,,,
2026-04-29,=26.1300,=26.1300,=26.1300,=26.1300,=253330350000.0,=253330350000.0,=88032997823.55,,=2.4822,,,,
2026-04-28,=26.0100,=26.0100,=26.0100,=26.0100,=252166950000.0,=252166950000.0,=87628713103.35,,=2.4708,,,,
2026-04-27,=25.3800,=25.3800,=25.3800,=25.3800,=246059100000.0,=246059100000.0,=85506218322.3,,=2.4110,,,,
2026-04-24,=26.3000,=26.3000,=26.3000,=26.3000,=254978500000.0,=254978500000.0,=88605734510.5,,=2.7014,,,,
2026-04-23,=26.1200,=26.1200,=26.1200,=26.1200,=253233400000.0,=253233400000.0,=87999307430.2,,=2.6829,,,,
2026-04-22,=25.4800,=25.4800,=25.4800,=25.4800,=247028600000.0,=247028600000.0,=85843122255.8,,=2.6171,,,,
2026-04-21,=25.5000,=25.5000,=25.5000,=25.5000,=247222500000.0,=247222500000.0,=85910503042.5,,=2.6192,,,,
2026-04-20,=24.5200,=24.5200,=24.5200,=24.5200,=237721400000.0,=237721400000.0,=82608844494.2,,=2.5185,,,,
2026-04-17,=24.8000,=24.8000,=24.8000,=24.8000,=240436000000.0,=240436000000.0,=83552175508.0,,=2.5473,,,,
2026-04-16,=24.9900,=24.9900,=24.9900,=24.9900,=242278050000.0,=242278050000.0,=84192292981.65,,=2.5668,,,,
2026-04-15,=25.1600,=25.1600,=25.1600,=25.1600,=243926200000.0,=243926200000.0,=84765029668.6,,=2.5843,,,,
2026-04-14,=25.0100,=25.0100,=25.0100,=25.0100,=242471950000.0,=242471950000.0,=84259673768.35,,=2.5689,,,,
2026-04-13,=25.3200,=25.3200,=25.3200,=25.3200,=245477400000.0,=245477400000.0,=85304075962.2,,=2.6007,,,,
2026-04-10,=25.2300,=25.2300,=25.2300,=25.2300,=244604850000.0,=244604850000.0,=85000862422.05,,=2.5915,,,,
2026-04-09,=25.2700,=25.2700,=25.2700,=25.2700,=244992650000.0,=244992650000.0,=85135623995.45,,=2.5956,,,,
2026-04-08,=25.2800,=25.2800,=25.2800,=25.2800,=245089600000.0,=245089600000.0,=85169314388.8,,=2.5966,,,,
2026-04-07,=25.8500,=25.8500,=25.8500,=25.8500,=250615750000.0,=250615750000.0,=87089666809.75,,=2.6551,,,,
2026-04-03,=25.3600,=25.3600,=25.3600,=25.3600,=245865200000.0,=245865200000.0,=85438837535.6,,=2.6048,,,,
2026-04-02,=25.7500,=25.7500,=25.7500,=25.7500,=249646250000.0,=249646250000.0,=86752762876.25,,=2.6449,,,,
2026-04-01,=25.3800,=25.3800,=25.3800,=25.3800,=246059100000.0,=246059100000.0,=85506218322.3,,=2.6069,,,,
2026-03-31,=25.5900,=25.5900,=25.5900,=25.5900,=248095050000.0,=248095050000.0,=86213716582.65,,=2.6284,,,,
2026-03-30,=26.2700,=26.2700,=26.2700,=26.2700,=254687650000.0,=254687650000.0,=88504663330.45,,=2.6983,,,,
2026-03-27,=26.1200,=26.1200,=26.1200,=26.1200,=253233400000.0,=253233400000.0,=87999307430.2,,=2.6829,,,,
2026-03-26,=26.2400,=26.2400,=26.2400,=26.2400,=254396800000.0,=254396800000.0,=88403592150.4,,=2.6952,,,,
2026-03-25,=25.7500,=25.7500,=25.7500,=25.7500,=249646250000.0,=249646250000.0,=86752762876.25,,=2.6449,,,,
2026-03-24,=26.5600,=26.5600,=26.5600,=26.5600,=257499200000.0,=257499200000.0,=89481684737.6,,=2.7281,,,,
2026-03-23,=27.2300,=27.2300,=27.2300,=27.2300,=263994850000.0,=263994850000.0,=91738941092.05,,=2.7969,,,,
2026-03-20,=27.1600,=27.1600,=27.1600,=27.1600,=263316200000.0,=263316200000.0,=91503108338.6,,=2.7897,,,,
2026-03-19,=26.6200,=26.6200,=26.6200,=26.6200,=258080900000.0,=258080900000.0,=89683827097.7,,=2.7342,,,,
2026-03-18,=25.6200,=25.6200,=25.6200,=25.6200,=248385900000.0,=248385900000.0,=86314787762.7,,=2.6315,,,,
2026-03-17,=25.5400,=25.5400,=25.5400,=25.5400,=247610300000.0,=247610300000.0,=86045264615.9,,=2.6233,,,,
2026-03-16,=25.9000,=25.9000,=25.9000,=25.9000,=251100500000.0,=251100500000.0,=87258118776.5,,=2.6603,,,,
2026-03-13,=26.2400,=26.2400,=26.2400,=26.2400,=254396800000.0,=254396800000.0,=88403592150.4,,=2.6952,,,,
2026-03-12,=26.7000,=26.7000,=26.7000,=26.7000,=258856500000.0,=258856500000.0,=89953350244.5,,=2.7424,,,,
2026-03-11,=25.4200,=25.4200,=25.4200,=25.4200,=246446900000.0001,=246446900000.0,=85640979895.7,,=2.6110,,,,
2026-03-10,=25.0800,=25.0800,=25.0800,=25.0800,=243150600000.0,=243150600000.0,=84495506521.8,,=2.5760,,,,
2026-03-09,=25.4200,=25.4200,=25.4200,=25.4200,=246446900000.0001,=246446900000.0,=85640979895.7,,=2.6110,,,,
2026-03-06,=24.9500,=24.9500,=24.9500,=24.9500,=241890250000.0,=241890250000.0,=84057531408.25,,=2.5627,,,,
2026-03-05,=25.1900,=25.1900,=25.1900,=25.1900,=244217050000.0,=244217050000.0,=84866100848.65,,=2.5873,,,,
2026-03-04,=25.2600,=25.2600,=25.2600,=25.2600,=244895700000.0,=244895700000.0,=85101933602.1,,=2.5945,,,,
2026-03-03,=25.2900,=25.2900,=25.2900,=25.2900,=245186550000.0,=245186550000.0,=85203004782.15,,=2.5976,,,,
2026-03-02,=24.8100,=24.8100,=24.8100,=24.8100,=240532950000.0,=240532950000.0,=83585865901.35,,=2.5483,,,,
2026-02-27,=23.7000,=23.7000,=23.7000,=23.7000,=229771500000.0,=229771500000.0,=79846232239.5,,=2.4343,,,,
2026-02-26,=23.2200,=23.2200,=23.2200,=23.2200,=225117900000.0,=225117900000.0,=78229093358.7,,=2.3850,,,,
2026-02-25,=23.2700,=23.2700,=23.2700,=23.2700,=225602650000.0,=225602650000.0,=78397545325.45,,=2.3901,,,,
2026-02-24,=23.4800,=23.4800,=23.4800,=23.4800,=227638600000.0,=227638600000.0,=79105043585.8,,=2.4117,,,,
2026-02-13,=22.7700,=22.7700,=22.7700,=22.7700,=220755150000.0,=220755150000.0,=76713025657.95,,=2.3388,,,,
2026-02-12,=23.3800,=23.3800,=23.3800,=23.3800,=226669100000.0,=226669100000.0,=78768139652.3,,=2.4014,,,,
2026-02-11,=23.2700,=23.2700,=23.2700,=23.2700,=225602650000.0,=225602650000.0,=78397545325.45,,=2.3901,,,,
2026-02-10,=23.0600,=23.0600,=23.0600,=23.0600,=223566700000.0,=223566700000.0,=77690047065.1,,=2.3686,,,,
2026-02-09,=22.6600,=22.6600,=22.6600,=22.6600,=219688700000.0,=219688700000.0,=76342431331.1,,=2.3275,,,,
2026-02-06,=22.0800,=22.0800,=22.0800,=22.0800,=214065600000.0,=214065600000.0,=74388388516.8,,=2.2679,,,,
2026-02-05,=22.0300,=22.0300,=22.0300,=22.0300,=213580850000.0,=213580850000.0,=74219936550.05,,=2.2628,,,,
2026-02-04,=22.6800,=22.6800,=22.6800,=22.6800,=219882600000.0,=219882600000.0,=76409812117.8,,=2.3295,,,,
2026-02-03,=20.8500,=20.8500,=20.8500,=20.8500,=202140750000.0,=202140750000.0,=70244470134.75,,=2.1416,,,,
2026-02-02,=20.9300,=20.9300,=20.9300,=20.9300,=202916350000.0,=202916350000.0,=70513993281.55,,=2.1498,,,,
2026-01-30,=22.2800,=22.2800,=22.2800,=22.2800,=216004600000.0,=216004600000.0,=75062196383.8,,=2.2885,,,,
2026-01-29,=22.2000,=22.2000,=22.2000,=22.2000,=215229000000.0,=215229000000.0,=74792673237.0,,=2.2802,,,,
2026-01-28,=21.8800,=21.8800,=21.8800,=21.8800,=212126600000.0,=212126600000.0,=73714580649.8,,=2.2474,,,,
2026-01-27,=21.3400,=21.3400,=21.3400,=21.3400,=206891300000.0,=206891300000.0,=71895299408.9,,=2.1919,,,,
2026-01-26,=21.9200,=21.9200,=21.9200,=21.9200,=212514400000.0,=212514400000.0,=73849342223.2,,=2.2515,,,,
2026-01-23,=21.4100,=21.4100,=21.4100,=21.4100,=207569950000.0,=207569950000.0,=72131132162.35,,=2.1991,,,,
2026-01-22,=21.8900,=21.8900,=21.8900,=21.8900,=212223550000.0,=212223550000.0,=73748271043.15,,=2.2484,,,,
2026-01-21,=21.4800,=21.4800,=21.4800,=21.4800,=208248600000.0,=208248600000.0,=72366964915.8,,=2.2063,,,,
2026-01-20,=22.1800,=22.1800,=22.1800,=22.1800,=215035100000.0,=215035100000.0,=74725292450.3,,=2.2782,,,,
2026-01-19,=21.9100,=21.9100,=21.9100,=21.9100,=212417450000.0,=212417450000.0,=73815651829.85,,=2.2504,,,,
2026-01-16,=21.9500,=21.9500,=21.9500,=21.9500,=212805250000.0,=212805250000.0,=73950413403.25,,=2.2546,,,,
2026-01-15,=22.2200,=22.2200,=22.2200,=22.2200,=215422900000.0,=215422900000.0,=74860054023.7,,=2.2823,,,,
2026-01-14,=22.3800,=22.3800,=22.3800,=22.3800,=216974100000.0,=216974100000.0,=75399100317.3,,=2.2987,,,,
2026-01-13,=22.5000,=22.5000,=22.5000,=22.5000,=218137500000.0,=218137500000.0,=75803385037.5,,=2.3110,,,,
2026-01-12,=22.5900,=22.5900,=22.5900,=22.5900,=219010050000.0,=219010050000.0,=76106598577.65,,=2.3203,,,,
2026-01-09,=22.5900,=22.5900,=22.5900,=22.5900,=219010050000.0,=219010050000.0,=76106598577.65,,=2.3203,,,,
2026-01-08,=22.4800,=22.4800,=22.4800,=22.4800,=217943600000.0,=217943600000.0,=75736004250.8,,=2.3090,,,,
2026-01-07,=22.4300,=22.4300,=22.4300,=22.4300,=217458850000.0,=217458850000.0,=75567552284.05,,=2.3039,,,,
2026-01-06,=22.1500,=22.1500,=22.1500,=22.1500,=214744250000.0,=214744250000.0,=74624221270.25,,=2.2751,,,,
2026-01-05,=21.6200,=21.6200,=21.6200,=21.6200,=209605900000.0,=209605900000.0,=72838630422.7,,=2.2207,,,,
2025-12-31,=21.3200,=21.3200,=21.3200,=21.3200,=206697400000.0,=206697400000.0,=71827918622.2,,=2.1898,,,,
2025-12-30,=21.5600,=21.5600,=21.5600,=21.5600,=209024200000.0,=209024200000.0,=72636488062.6,,=2.2145,,,,
2025-12-29,=21.6800,=21.6800,=21.6800,=21.6800,=210187600000.0,=210187600000.0,=73040772782.8,,=2.2268,,,,
2025-12-26,=21.5800,=21.5800,=21.5800,=21.5800,=209218100000.0,=209218100000.0,=72703868849.3,,=2.2166,,,,
2025-12-25,=21.6300,=21.6300,=21.6300,=21.6300,=209702850000.0,=209702850000.0,=72872320816.05,,=2.2217,,,,
2025-12-24,=21.7300,=21.7300,=21.7300,=21.7300,=210672350000.0,=210672350000.0,=73209224749.55,,=2.2320,,,,
2025-12-23,=21.8000,=21.8000,=21.8000,=21.8000,=211351000000.0,=211351000000.0,=73445057503.0,,=2.2391,,,,
2025-12-22,=21.9900,=21.9900,=21.9900,=21.9900,=213193050000.0,=213193050000.0,=74085174976.65,,=2.2587,,,,
2025-12-19,=21.8000,=21.8000,=21.8000,=21.8000,=211351000000.0,=211351000000.0,=73445057503.0,,=2.2391,,,,
2025-12-18,=22.1700,=22.1700,=22.1700,=22.1700,=214938150000.0,=214938150000.0,=74691602056.95,,=2.2772,,,,
2025-12-17,=21.3700,=21.3700,=21.3700,=21.3700,=207182150000.0,=207182150000.0,=71996370588.95,,=2.1950,,,,
2025-12-16,=21.6200,=21.6200,=21.6200,=21.6200,=209605900000.0,=209605900000.0,=72838630422.7,,=2.2207,,,,
2025-12-15,=21.5600,=21.5600,=21.5600,=21.5600,=209024200000.0,=209024200000.0,=72636488062.6,,=2.2145,,,,
2025-12-12,=21.8600,=21.8600,=21.8600,=21.8600,=211932700000.0,=211932700000.0,=73647199863.1,,=2.2453,,,,
2025-12-11,=21.7700,=21.7700,=21.7700,=21.7700,=211060150000.0,=211060150000.0,=73343986322.95,,=2.2361,,,,
2025-12-10,=21.8900,=21.8900,=21.8900,=21.8900,=212223550000.0,=212223550000.0,=73748271043.15,,=2.2484,,,,
2025-12-09,=22.0000,=22.0000,=22.0000,=22.0000,=213290000000.0,=213290000000.0,=74118865370.0,,=2.2597,,,,
2025-12-08,=22.2900,=22.2900,=22.2900,=22.2900,=216101550000.0,=216101550000.0,=75095886777.15,,=2.2895,,,,
2025-12-05,=22.6200,=22.6200,=22.6200,=22.6200,=219300900000.0,=219300900000.0,=76207669757.7,,=2.3234,,,,
2025-12-04,=22.6600,=22.6600,=22.6600,=22.6600,=219688700000.0,=219688700000.0,=76342431331.1,,=2.3275,,,,
2025-12-03,=22.6200,=22.6200,=22.6200,=22.6200,=219300900000.0,=219300900000.0,=76207669757.7,,=2.3234,,,,
2025-12-02,=22.8200,=22.8200,=22.8200,=22.8200,=221239900000.0,=221239900000.0,=76881477624.7,,=2.3439,,,,
2025-12-01,=22.8900,=22.8900,=22.8900,=22.8900,=221918550000.0,=221918550000.0,=77117310378.15,,=2.3511,,,,
2025-11-28,=22.6800,=22.6800,=22.6800,=22.6800,=219882600000.0,=219882600000.0,=76409812117.8,,=2.3295,,,,
2025-11-27,=23.0400,=23.0400,=23.0400,=23.0400,=223372800000.0,=223372800000.0,=77622666278.4,,=2.3665,,,,
2025-11-26,=22.4800,=22.4800,=22.4800,=22.4800,=217943600000.0,=217943600000.0,=75736004250.8,,=2.3090,,,,
2025-11-25,=22.7000,=22.7000,=22.7000,=22.7000,=220076500000.0,=220076500000.0,=76477192904.5,,=2.3316,,,,
2025-11-24,=22.6200,=22.6200,=22.6200,=22.6200,=219300900000.0,=219300900000.0,=76207669757.7,,=2.3234,,,,
2025-11-21,=22.9000,=22.9000,=22.9000,=22.9000,=222015500000.0,=222015500000.0,=77151000771.5,,=2.3521,,,,
2025-11-20,=23.1700,=23.1700,=23.1700,=23.1700,=224633150000.0,=224633150000.0,=78060641391.95,,=2.3799,,,,
2025-11-19,=23.7600,=23.7600,=23.7600,=23.7600,=230353200000.0,=230353200000.0,=80048374599.6,,=2.4405,,,,
2025-11-18,=23.5300,=23.5300,=23.5300,=23.5300,=228123350000.0,=228123350000.0,=79273495552.55,,=2.4168,,,,
2025-11-17,=24.0300,=24.0300,=24.0300,=24.0300,=232970850000.0,=232970850000.0,=80958015220.05,,=2.4682,,,,
2025-11-14,=23.6200,=23.6200,=23.6200,=23.6200,=228995900000.0,=228995900000.0,=79576709092.7,,=2.4261,,,,
2025-11-13,=24.0800,=24.0800,=24.0800,=24.0800,=233455600000.0,=233455600000.0,=81126467186.8,,=2.4733,,,,
2025-11-12,=23.9100,=23.9100,=23.9100,=23.9100,=231807450000.0,=231807450000.0,=80553730499.85,,=2.4559,,,,
2025-11-11,=24.1200,=24.1200,=24.1200,=24.1200,=233843400000.0,=233843400000.0,=81261228760.2,,=2.4774,,,,
2025-11-10,=24.6800,=24.6800,=24.6800,=24.6800,=239272600000.0,=239272600000.0,=83147890787.8,,=2.5350,,,,
2025-11-07,=24.1300,=24.1300,=24.1300,=24.1300,=233940350000.0,=233940350000.0,=81294919153.55,,=2.4785,,,,
2025-11-06,=24.0800,=24.0800,=24.0800,=24.0800,=233455600000.0,=233455600000.0,=81126467186.8,,=2.4733,,,,
2025-11-05,=24.0000,=24.0000,=24.0000,=24.0000,=232680000000.0,=232680000000.0,=80856944040.0,,=2.4651,,,,
2025-11-04,=23.5500,=23.5500,=23.5500,=23.5500,=228317250000.0,=228317250000.0,=79340876339.25,,=2.4189,,,,
2025-11-03,=23.6600,=23.6600,=23.6600,=23.6600,=229383700000.0,=229383700000.0,=79711470666.1,,=2.4302,,,,
2025-10-31,=22.7000,=22.7000,=22.7000,=22.7000,=220076500000.0,=220076500000.0,=76477192904.5,,=2.3316,,,,
2025-10-30,=22.9100,=22.9100,=22.9100,=22.9100,=222112450000.0,=222112450000.0,=77184691164.85,,=2.3532,,,,
2025-10-29,=22.5200,=22.5200,=22.5200,=22.5200,=218331400000.0,=218331400000.0,=75870765824.2,,=2.4658,,,,
2025-10-28,=22.6300,=22.6300,=22.6300,=22.6300,=219397850000.0,=219397850000.0,=76241360151.05,,=2.4778,,,,
2025-10-27,=22.8500,=22.8500,=22.8500,=22.8500,=221530750000.0,=221530750000.0,=76982548804.75,,=2.5019,,,,
2025-10-24,=22.7600,=22.7600,=22.7600,=22.7600,=220658200000.0,=220658200000.0,=76679335264.6,,=2.4921,,,,
2025-10-23,=22.7500,=22.7500,=22.7500,=22.7500,=220561250000.0,=220561250000.0,=76645644871.25,,=2.4910,,,,
2025-10-22,=22.4000,=22.4000,=22.4000,=22.4000,=217168000000.0,=217168000000.0,=75466481104.0,,=2.4527,,,,
2025-10-21,=22.5200,=22.5200,=22.5200,=22.5200,=218331400000.0,=218331400000.0,=75870765824.2,,=2.4658,,,,
2025-10-20,=22.9000,=22.9000,=22.9000,=22.9000,=222015500000.0,=222015500000.0,=77151000771.5,,=2.5074,,,,
2025-10-17,=22.4500,=22.4500,=22.4500,=22.4500,=217652750000.0,=217652750000.0,=75634933070.75,,=2.4581,,,,
2025-10-16,=22.5400,=22.5400,=22.5400,=22.5400,=218525300000.0,=218525300000.0,=75938146610.9,,=2.4680,,,,
2025-10-15,=21.8300,=21.8300,=21.8300,=21.8300,=211641850000.0,=211641850000.0,=73546128683.05,,=2.3902,,,,
2025-10-14,=21.3300,=21.3300,=21.3300,=21.3300,=206794350000.0,=206794350000.0,=71861609015.55,,=2.3355,,,,
2025-10-13,=20.5600,=20.5600,=20.5600,=20.5600,=199329200000.0,=199329200000.0,=69267448727.6,,=2.2512,,,,
2025-10-10,=20.6700,=20.6700,=20.6700,=20.6700,=200395650000.0,=200395650000.0,=69638043054.45,,=2.2632,,,,
2025-10-09,=20.4200,=20.4200,=20.4200,=20.4200,=197971900000.0,=197971900000.0,=68795783220.7,,=2.2359,,,,
2025-09-30,=20.0000,=20.0000,=20.0000,=20.0000,=193900000000.0,=193900000000.0,=67380786700.0,,=2.1899,,,,
2025-09-29,=20.0600,=20.0600,=20.0600,=20.0600,=194481700000.0,=194481700000.0,=67582929060.1,,=2.1964,,,,
2025-09-26,=20.3200,=20.3200,=20.3200,=20.3200,=197002400000.0,=197002400000.0,=68458879287.2,,=2.2249,,,,
2025-09-25,=20.4600,=20.4600,=20.4600,=20.4600,=198359700000.0,=198359700000.0,=68930544794.1,,=2.2307,,,,
2025-09-24,=20.5500,=20.5500,=20.5500,=20.5500,=199232250000.0,=199232250000.0,=69233758334.25,,=2.2405,,,,
2025-09-23,=20.6600,=20.6600,=20.6600,=20.6600,=200298700000.0,=200298700000.0,=69604352661.1,,=2.2525,,,,
2025-09-22,=20.4700,=20.4700,=20.4700,=20.4700,=198456650000.0,=198456650000.0,=68964235187.45,,=2.2318,,,,
2025-09-19,=20.7200,=20.7200,=20.7200,=20.7200,=200880400000.0,=200880400000.0,=69806495021.2,,=2.2591,,,,
2025-09-18,=20.1900,=20.1900,=20.1900,=20.1900,=195742050000.0,=195742050000.0,=68020904173.65,,=2.2013,,,,
2025-09-17,=20.8100,=20.8100,=20.8100,=20.8100,=201752950000.0,=201752950000.0,=70109708561.35,,=2.2689,,,,
2025-09-16,=20.2700,=20.2700,=20.2700,=20.2700,=196517650000.0,=196517650000.0,=68290427320.45,,=2.2100,,,,
2025-09-15,=20.3900,=20.3900,=20.3900,=20.3900,=197681050000.0,=197681050000.0,=68694712040.65,,=2.2231,,,,
2025-09-12,=20.2300,=20.2300,=20.2300,=20.2300,=196129850000.0,=196129850000.0,=68155665747.05,,=2.2056,,,,
2025-09-11,=20.1900,=20.1900,=20.1900,=20.1900,=195742050000.0,=195742050000.0,=68020904173.65,,=2.2013,,,,
2025-09-10,=20.0300,=20.0300,=20.0300,=20.0300,=194190850000.0,=194190850000.0,=67481857880.05,,=2.1838,,,,
2025-09-09,=20.2800,=20.2800,=20.2800,=20.2800,=196614600000.0,=196614600000.0,=68324117713.8,,=2.2111,,,,
2025-09-08,=20.2500,=20.2500,=20.2500,=20.2500,=196323750000.0,=196323750000.0,=68223046533.75,,=2.2078,,,,
2025-09-05,=20.3000,=20.3000,=20.3000,=20.3000,=196808500000.0,=196808500000.0,=68391498500.5,,=2.2133,,,,
2025-09-04,=20.1600,=20.1600,=20.1600,=20.1600,=195451200000.0,=195451200000.0,=67919832993.6,,=2.1980,,,,
2025-09-03,=19.9200,=19.9200,=19.9200,=19.9200,=193124400000.0,=193124400000.0,=67111263553.2,,=2.1718,,,,
2025-09-02,=20.1400,=20.1400,=20.1400,=20.1400,=195257300000.0,=195257300000.0,=67852452206.9,,=2.1958,,,,
2025-09-01,=20.3300,=20.3300,=20.3300,=20.3300,=197099350000.0,=197099350000.0,=68492569680.55,,=2.2165,,,,
2025-08-29,=20.3800,=20.3800,=20.3800,=20.3800,=197584100000.0,=197584100000.0,=68661021647.3,,=2.2220,,,,
2025-08-28,=20.3300,=20.3300,=20.3300,=20.3300,=197099350000.0,=197099350000.0,=68492569680.55,,=2.2165,,,,
2025-08-27,=21.3900,=21.3900,=21.3900,=21.3900,=207376050000.0,=207376050000.0,=72063751375.65,,=2.4287,,,,
2025-08-26,=21.8700,=21.8700,=21.8700,=21.8700,=212029650000.0,=212029650000.0,=73680890256.45,,=2.4832,,,,
2025-08-25,=22.0900,=22.0900,=22.0900,=22.0900,=214162550000.0,=214162550000.0,=74422078910.15,,=2.5081,,,,
2025-08-22,=21.9900,=21.9900,=21.9900,=21.9900,=213193050000.0,=213193050000.0,=74085174976.65,,=2.4968,,,,
2025-08-21,=21.9600,=21.9600,=21.9600,=21.9600,=212902200000.0,=212902200000.0,=73984103796.6,,=2.4934,,,,
