日期,理杏仁前复权(元),前复权(元),后复权(元),股价(元),市值(元),流通市值(元),自由流通市值(元),行业中位数,PS-TTM,PS-TTM 分位点,PS-TTM 80%分位点值,PS-TTM 50%分位点值,PS-TTM 20%分位点值
2026-07-03,=22.9200,=22.9200,=22.9200,=22.9200,=57032134876.8,=46900726484.0,=23548125900.48,,=4.2650,,,,
2026-07-02,=23.0300,=23.0300,=23.0300,=23.0300,=57305849311.2,=47125817230.0,=23661140466.32,,=4.2855,,,,
2026-07-01,=23.4300,=23.4300,=23.4300,=23.4300,=58301174527.2,=47944329036.0,=24072102523.92,,=4.3599,,,,
2026-06-30,=23.1000,=23.1000,=23.1000,=23.1000,=57480031224.0,=47269056797.0,=23733058826.4,,=4.2985,,,,
2026-06-29,=23.2900,=23.2900,=23.2900,=23.2900,=57952810701.6,=47657849904.0,=23928265803.76,,=4.3339,,,,
2026-06-26,=23.2000,=23.2000,=23.2000,=23.2000,=57728862528.0,=47473684748.0,=23835799340.8,,=4.3171,,,,
2026-06-25,=23.3000,=23.3000,=23.3000,=23.3000,=57977693832.0,=47678312700.0,=23938539855.2,,=4.3357,,,,
2026-06-24,=22.5400,=22.5400,=22.5400,=22.5400,=56086575921.6,=46123140268.0,=23157711945.76,,=4.1943,,,,
2026-06-23,=22.9600,=22.9600,=22.9600,=22.9600,=57131667398.4,=46982577664.0,=23589222106.24,,=4.2725,,,,
2026-06-22,=23.3400,=23.3400,=23.3400,=23.3400,=58077226353.6,=47760163880.0,=23979636060.96,,=4.3432,,,,
2026-06-18,=23.1600,=23.1600,=23.1600,=23.1600,=57629330006.4,=47391833567.0,=23794703135.04,,=4.3097,,,,
2026-06-17,=23.6000,=23.6000,=23.6000,=23.6000,=58724187744.0,=48292196554.0,=24246761398.4,,=4.3916,,,,
2026-06-16,=23.7900,=23.7900,=23.7900,=23.7900,=59196967221.6,=48680989662.0,=24441968375.76,,=4.4269,,,,
2026-06-15,=24.2000,=24.2000,=24.2000,=24.2000,=60217175568.0,=49519964263.0,=24863204484.8,,=4.5032,,,,
2026-06-12,=24.2800,=24.2800,=24.2800,=24.2800,=60416240611.2,=49683666624.0,=24945396896.32,,=4.5181,,,,
2026-06-11,=23.4600,=23.4600,=23.4600,=23.4600,=58375823918.4,=48005717422.0,=24102924678.24,,=4.3655,,,,
2026-06-10,=23.8200,=23.8200,=23.8200,=23.8200,=59271616612.8,=48742378047.0,=24472790530.08,,=4.4325,,,,
2026-06-09,=23.7200,=23.7200,=23.7200,=23.7200,=59022785308.8,=48537750096.0,=24370050015.68,,=4.4139,,,,
2026-06-08,=23.0100,=23.0100,=23.0100,=23.0100,=57256083050.4,=47084891640.0,=23640592363.44,,=4.2818,,,,
2026-06-05,=23.6400,=23.6400,=23.6400,=23.6400,=58823720265.6,=48374047735.0,=24287857604.16,,=4.3990,,,,
2026-06-04,=23.3900,=23.3900,=23.3900,=23.3900,=58201642005.6,=47862477856.0,=24031006318.16,,=4.3525,,,,
2026-06-03,=23.7900,=23.7900,=23.7900,=23.7900,=59196967221.6,=48680989662.0,=24441968375.76,,=4.4269,,,,
2026-06-02,=24.3500,=24.3500,=24.3500,=24.3500,=60590422524.0,=49826906190.0,=25017315256.4,,=4.5311,,,,
2026-06-01,=24.8400,=24.8400,=24.8400,=24.8400,=61809695913.6,=50829583153.0,=25520743776.96,,=4.6223,,,,
2026-05-29,=25.0700,=25.0700,=25.0700,=25.0700,=62382007912.8,=51300227441.0,=25757046960.08,,=4.6651,,,,
2026-05-28,=24.8800,=24.8800,=24.8800,=24.8800,=61909228435.2,=50911434333.0,=25561839982.72,,=4.6298,,,,
2026-05-27,=25.4000,=25.4000,=25.4000,=25.4000,=63203151216.0,=51975499681.0,=26096090657.6,,=4.7265,,,,
2026-05-26,=25.6100,=25.6100,=25.6100,=25.6100,=63725696954.4,=52405218379.0,=26311845737.84,,=4.7656,,,,
2026-05-25,=25.5500,=25.5500,=25.5500,=25.5500,=63576398172.0,=52282441608.0,=26250201429.2,,=4.7544,,,,
2026-05-22,=25.2000,=25.2000,=25.2000,=25.2000,=62705488608.0,=51566243778.0,=25890609628.8,,=4.6893,,,,
2026-05-21,=25.6000,=25.6000,=25.6000,=25.6000,=63700813824.0,=52384755584.0,=26301571686.4,,=4.7637,,,,
2026-05-20,=25.7500,=25.7500,=25.7500,=25.7500,=64074060780.0,=52691697511.0,=26455682458.0,,=4.7916,,,,
2026-05-19,=25.7100,=25.7100,=25.7100,=25.7100,=63974528258.4,=52609846331.0,=26414586252.24,,=4.7842,,,,
2026-05-18,=25.5700,=25.5700,=25.5700,=25.5700,=63626164432.8,=52323367199.0,=26270749532.08,,=4.7582,,,,
2026-05-15,=26.0700,=26.0700,=26.0700,=26.0700,=64870320952.8,=53346506956.0,=26784452104.08,,=4.8512,,,,
2026-05-14,=26.5200,=26.5200,=26.5200,=26.5200,=65990061820.8,=54267332738.0,=27246784418.88,,=4.9349,,,,
2026-05-13,=26.8300,=26.8300,=26.8300,=26.8300,=66761438863.2,=54901679387.0,=27565280013.52,,=4.9926,,,,
2026-05-12,=27.0100,=27.0100,=27.0100,=27.0100,=67209335210.4,=55270009700.0,=27750212939.44,,=5.0261,,,,
2026-05-11,=27.2300,=27.2300,=27.2300,=27.2300,=67756764079.2,=55720191193.0,=27976242071.12,,=5.0671,,,,
2026-05-08,=27.1900,=27.1900,=27.1900,=27.1900,=67657231557.6,=55638340013.0,=27935145865.36,,=5.0596,,,,
2026-05-07,=27.2600,=27.2600,=27.2600,=27.2600,=67831413470.4,=55781579579.0,=28007064225.44,,=5.0726,,,,
2026-05-06,=27.3800,=27.3800,=27.3800,=27.3800,=68130011035.2,=56027133121.0,=28130352842.72,,=5.0950,,,,
2026-04-30,=27.2400,=27.2400,=27.2400,=27.2400,=67781647209.6,=55740653989.0,=27986516122.56,,=5.0689,,,,
2026-04-29,=27.3900,=27.3900,=27.3900,=27.3900,=68154894165.6,=56047595916.0,=28140626894.16,,=5.2867,,,,
2026-04-28,=27.1500,=27.1500,=27.1500,=27.1500,=67557699036.0,=55556488832.0,=27894049659.6,,=5.2403,,,,
2026-04-27,=27.1400,=27.1400,=27.1400,=27.1400,=67532815905.6,=55536026037.0,=27883775608.16,,=5.2384,,,,
2026-04-24,=27.0400,=27.0400,=27.0400,=27.0400,=67283984601.6,=55331398086.0,=27781035093.76,,=5.2191,,,,
2026-04-23,=27.2200,=27.2200,=27.2200,=27.2200,=67731880948.8,=55699728398.0,=27965968019.68,,=5.2538,,,,
2026-04-22,=27.3800,=27.3800,=27.3800,=27.3800,=68130011035.2,=56027133121.0,=28130352842.72,,=5.2847,,,,
2026-04-21,=27.4100,=27.4100,=27.4100,=27.4100,=68204660426.4,=56088521506.0,=28161174997.04,,=5.2905,,,,
2026-04-20,=27.4900,=27.4900,=27.4900,=27.4900,=68403725469.6,=56252223867.0,=28243367408.56,,=5.3060,,,,
2026-04-17,=27.2500,=27.2500,=27.2500,=27.2500,=67806530340.0,=55761116784.0,=27996790174.0,,=5.2596,,,,
2026-04-16,=27.4300,=27.4300,=27.4300,=27.4300,=68254426687.2,=56129447096.0,=28181723099.92,,=5.2944,,,,
2026-04-15,=27.4000,=27.4000,=27.4000,=27.4000,=68179777296.0,=56068058711.0,=28150900945.6,,=5.2886,,,,
